id,title,year,google_rating,vote_average,vote_count,revenue,runtime
942,Lethal Weapon 2,1989,91,7.006,3092,227853986,114
252,Willy Wonka & the Chocolate Factory,1971,75,7.483,3091,4000000,99
2164,Stargate,1994,89,6.978,3090,196567262,121
94329,The Raid,2011,87,7.421,3089,9148519,101
314,Catwoman,2004,52,4.585,3087,82102379,104
1598,Cape Fear,1991,82,7.255,3087,182300000,128
8487,Wild Wild West,1999,66,5.314,3086,222104681,106
429197,Vice,2018,78,7.051,3086,76073488,132
871,Planet of the Apes,1968,87,7.643,3086,32589624,112
816,Austin Powers: International Man of Mystery,1997,87,6.553,3084,67711748,94
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022,85,7.302,3084,0,103
278924,Mechanic: Resurrection,2016,71,5.972,3083,125729635,98
522402,Finch,2021,79,7.938,3081,0,115
265195,Wild Tales,2014,85,7.869,3081,27007072,122
3176,Battle Royale,2000,86,7.289,3080,30600000,114
381289,A Dog's Purpose,2017,83,7.615,3078,205035819,100
80,Before Sunset,2004,77,7.82,3074,15992615,80
9291,The Longest Yard,2005,90,6.632,3072,190320568,113
7735,The Wave,2008,90,7.501,3071,19000000,107
392,Chocolat,2000,86,6.962,3067,152500343,121
76649,Pompeii,2014,74,5.525,3062,117831631,105
438148,Minions: The Rise of Gru,2022,73,7.379,3060,939628210,87
1592,Primal Fear,1996,81,7.652,3058,102616183,129
718789,Lightyear,2022,56,7.1,3053,226425420,105
1541,Thelma & Louise,1991,87,7.571,3050,45361000,130
77950,Turbo,2013,72,6.188,3049,282570682,96
259694,How to Be Single,2016,68,6.246,3048,112343513,110
23631,Machete,2010,76,6.34,3040,45491656,105
817,Austin Powers: The Spy Who Shagged Me,1999,84,6.274,3040,312016928,95
505026,Death on the Nile,2022,68,6.463,3039,137307235,127
58233,Johnny English Reborn,2011,75,6.222,3039,160078586,101
2486,Eragon,2006,64,5.073,3039,249288105,104
914,The Great Dictator,1940,92,8.332,3037,11000000,125
499932,The Devil All the Time,2020,56,7.219,3036,0,138
12222,Horton Hears a Who!,2008,74,6.5,3033,298572799,86
244267,I Origins,2014,80,7.598,3031,336472,106
62764,Mirror Mirror,2012,77,5.918,3030,183018522,106
74643,The Artist,2011,81,7.453,3030,133432856,100
39451,Little Fockers,2010,72,5.64,3030,310650585,98
68,Brazil,1985,84,7.673,3026,9900000,143
62214,Frankenweenie,2012,76,6.944,3024,81493846,87
9475,Scent of a Woman,1992,87,7.767,3024,134095253,156
1966,Alexander,2004,76,5.911,3024,167298192,175
458576,Monster Hunter,2020,60,6.647,3023,42145959,104
37247,The Graduate,1967,84,7.649,3023,104945305,106
1620,Hitman,2007,70,6.085,3023,99965753,89
11130,The Princess Diaries 2: Royal Engagement,2004,89,6.68,3020,134734481,113
9323,Ghost in the Shell,1995,89,7.927,3009,515905,82
9032,Big Daddy,1999,84,6.46,3007,234801895,93
212778,Chef,2014,86,7.121,3004,45967935,114
