id,title,year,google_rating,vote_average,vote_count,revenue,runtime
7131,Van Helsing,2004,88,6.324,5410,300257475,132
423108,The Conjuring: The Devil Made Me Do It,2021,78,7.491,5407,206431050,111
755,From Dusk Till Dawn,1996,87,7.0,5407,25836616,108
389015,"I, Tonya",2017,70,7.501,5405,53939297,120
76493,The Dictator,2012,79,6.173,5401,179379533,83
334541,Manchester by the Sea,2016,77,7.5,5396,78988148,138
1927,Hulk,2003,64,5.5,5392,245360480,138
181886,Enemy,2013,69,6.873,5383,3396726,91
445571,Game Night,2018,73,6.85,5372,117501013,100
228967,The Interview,2014,82,6.185,5370,12342632,113
8488,Hitch,2005,80,6.551,5367,371600000,118
1571,Live Free or Die Hard,2007,83,6.606,5365,383531464,128
324668,Jason Bourne,2016,78,6.329,5362,415484914,123
2034,Training Day,2001,87,7.485,5360,104876233,122
260346,Taken 3,2014,79,6.234,5360,325771424,109
628,Interview with the Vampire,1994,89,7.38,5338,223664608,123
159824,Hotel Transylvania 2,2015,84,6.8,5338,473226958,89
8247,Jumper,2008,65,6.142,5337,222231186,88
49040,The Bourne Legacy,2012,78,6.216,5337,276572938,135
274857,King Arthur: Legend of the Sword,2017,73,6.536,5333,148675066,126
140300,Kung Fu Panda 3,2016,78,6.878,5327,521170825,95
235,Stand by Me,1986,91,7.856,5317,52287414,89
3049,Ace Ventura: Pet Detective,1994,87,6.544,5315,107217396,86
10530,Pocahontas,1995,81,6.926,5306,346079773,81
39513,Paul,2011,71,6.708,5300,97984015,104
388,Inside Man,2006,72,7.399,5297,186003591,129
400106,Bright,2017,77,6.156,5296,0,117
570670,The Invisible Man,2020,75,7.129,5282,144492724,124
762,Monty Python and the Holy Grail,1975,91,7.797,5280,1940906,91
1573,Die Hard 2,1990,91,6.923,5275,240031094,124
50546,Just Go with It,2011,82,6.673,5270,214945591,117
260514,Cars 3,2017,80,6.853,5263,383925276,102
396422,Annabelle: Creation,2017,82,6.6,5258,306515884,110
527641,Five Feet Apart,2019,89,8.287,5254,92600000,116
9340,The Goonies,1985,88,7.52,5254,61389680,114
426,Vertigo,1958,83,8.18,5251,7797728,128
861,Total Recall,1990,91,7.284,5243,261317921,113
524,Casino,1995,91,8.004,5240,116112375,179
17431,Moon,2009,84,7.57,5238,9760104,97
3170,Bambi,1942,84,7.0,5236,267447150,70
49529,John Carter,2012,72,6.296,5225,284139100,132
507086,Jurassic World Dominion,2022,68,6.787,5225,1001978080,147
72559,G.I. Joe: Retaliation,2013,66,5.609,5217,371876278,110
856,Who Framed Roger Rabbit,1988,89,7.52,5216,329803958,104
545611,Everything Everywhere All at Once,2022,80,7.822,5210,139200000,140
855,Black Hawk Down,2001,91,7.368,5208,172989651,145
451048,Jungle Cruise,2021,70,7.418,5199,220889446,127
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,74,6.433,5193,415686217,113
338967,Zombieland: Double Tap,2019,81,6.955,5187,122801777,99
12162,The Hurt Locker,2008,87,7.254,5187,49230772,131
