id,title,year,google_rating,vote_average,vote_count,revenue,runtime
1691,Hostel: Part II,2007,81,5.814,1833,35728183,93
11395,The Santa Clause,1994,92,6.436,1832,189833357,97
36593,Naked Gun 33⅓: The Final Insult,1994,72,6.459,1831,51132598,83
631842,Knock at the Cabin,2023,61,6.351,1828,54708659,100
804,Roman Holiday,1953,79,7.885,1827,12000000,119
12180,Star Wars: The Clone Wars,2008,82,6.1,1827,68282844,98
1788,Footloose,1984,73,6.661,1827,80035402,107
48988,Hall Pass,2011,61,5.658,1826,83200000,105
26389,From Paris with Love,2010,73,6.269,1826,52844496,92
253,Live and Let Die,1973,85,6.484,1826,126377836,121
537116,"tick, tick... BOOM!",2021,78,7.707,1825,0,120
8840,DragonHeart,1996,67,6.519,1823,115267375,103
1844,Entrapment,1999,75,6.201,1822,212404396,112
606856,Togo,2019,87,8.175,1820,0,113
682,The Man with the Golden Gun,1974,88,6.438,1819,97572000,125
19899,Couples Retreat,2009,70,5.542,1817,171844840,113
125521,Slayers Return,1996,73,6.534,1817,0,60
500682,The Highwaymen,2019,81,6.733,1816,0,133
87516,Oldboy,2013,63,5.919,1815,5186767,104
794,The Omen,1976,87,7.398,1815,60922980,111
484468,The Wolf's Call,2019,80,7.551,1814,12652790,115
697843,Extraction 2,2023,91,7.487,1814,0,123
10159,The Rundown,2003,69,6.444,1813,80916492,104
4806,Runaway Bride,1999,78,6.071,1813,309457509,116
318781,Colonia,2015,83,7.285,1813,3621046,106
19901,Daybreakers,2009,74,6.276,1812,51417188,98
262551,Babysitting,2014,87,6.812,1812,20258904,85
10664,[REC]²,2009,87,6.602,1810,18469680,84
45772,Gnomeo & Juliet,2011,69,5.85,1809,189712432,84
2395,Astérix at the Olympic Games,2008,81,5.204,1807,132900000,116
37233,The Firm,1993,72,6.734,1803,270248367,155
11281,Halloween II,1981,82,6.539,1803,25533818,92
5336,"Salò, or the 120 Days of Sodom",1976,61,6.414,1800,22017,117
41233,Step Up 3D,2010,84,6.816,1800,159291809,107
538362,On My Skin,2018,84,8.053,1798,0,100
458305,Vivarium,2019,60,6.08,1797,487625,97
335866,Circle,2015,64,6.017,1795,0,87
1547,The Lost Boys,1987,86,7.0,1795,32222567,97
624,Easy Rider,1969,71,7.1,1793,60000000,95
2207,16 Blocks,2006,79,6.424,1792,65664721,105
111969,Stuck in Love,2013,74,7.382,1792,81071,97
8224,8MM,1999,81,6.406,1791,96618699,123
58151,Fright Night,2011,68,6.219,1790,41002607,106
164457,Out of the Furnace,2013,71,6.578,1788,15400000,116
12096,The Pink Panther,2006,75,5.827,1787,158851357,93
351211,Blair Witch,2016,69,5.2,1787,45172994,89
475210,How It Ends,2018,43,5.275,1785,0,113
243,High Fidelity,2000,87,7.129,1783,47126295,113
12620,The House Bunny,2008,68,5.649,1783,70442940,97
1677,Ray,2004,74,7.439,1780,124731534,152
