id,title,year,google_rating,vote_average,vote_count,revenue,runtime
103731,Mud,2013,77,7.061,2566,32613173,130
220289,Coherence,2013,82,7.239,2564,139745,89
7512,Idiocracy,2006,82,6.311,2563,495303,84
51739,The Secret World of Arrietty,2010,88,7.645,2561,149480483,94
398181,You Were Never Really Here,2017,69,6.547,2559,10891281,89
8054,The Imaginarium of Doctor Parnassus,2009,62,6.383,2555,64352607,123
76640,The Last Stand,2013,70,6.004,2553,0,107
610150,Dragon Ball Super: Super Hero,2022,90,7.917,2552,86562140,99
80271,LOL,2012,70,6.129,2551,10500000,97
65057,The Descendants,2011,69,6.827,2550,177243185,115
49520,The Change-Up,2011,68,6.134,2549,75450437,112
9355,Mad Max Beyond Thunderdome,1985,79,6.199,2546,36230219,107
4442,The Brothers Grimm,2005,73,5.802,2546,105316267,118
339397,Café Society,2016,67,6.457,2543,43763247,97
8643,The Exorcism of Emily Rose,2005,75,6.541,2543,145166804,122
116711,Epic,2013,62,6.5,2538,268426634,102
3175,Barry Lyndon,1975,77,8.007,2537,198992,185
265177,Mommy,2014,73,8.251,2534,3494070,138
597208,Nightmare Alley,2021,58,6.992,2530,39629195,150
10734,Escape from Alcatraz,1979,75,7.526,2529,43004381,113
420814,Christopher Robin,2018,82,7.327,2529,99138899,104
1381,The Fountain,2006,74,6.95,2527,15304890,96
7484,Open Season,2006,76,6.143,2526,197309027,86
10999,Commando,1985,82,6.664,2525,57500000,90
5123,August Rush,2007,89,7.383,2523,66122026,114
452507,1922,2017,61,5.939,2522,0,102
3597,I Know What You Did Last Summer,1997,87,5.941,2520,125586134,101
257091,Get Hard,2015,71,6.01,2520,111811453,100
1255,The Host,2006,79,6.982,2520,88489643,119
210860,Mortdecai,2015,48,5.508,2517,47318560,107
2666,Dark City,1998,79,7.328,2516,27200316,100
8413,Event Horizon,1997,74,6.528,2516,26673242,96
225565,That Awkward Moment,2014,68,6.15,2512,45640143,94
242512,Ouija,2014,77,5.156,2511,103590271,89
4513,30 Days of Night,2007,87,6.4,2511,75505973,113
394117,The Florida Project,2017,81,7.4,2510,11303040,112
9767,The Break-Up,2006,66,5.859,2509,205668210,106
2044,The Lake House,2006,80,6.989,2507,114830111,99
9470,Kung Fu Hustle,2004,80,7.404,2504,102034104,99
74465,We Bought a Zoo,2011,79,6.765,2502,120081841,124
11024,Scooby-Doo 2: Monsters Unleashed,2004,82,6.031,2498,181466833,93
46838,Tucker and Dale vs. Evil,2010,92,7.361,2497,5224938,89
23437,A Nightmare on Elm Street,2010,69,5.516,2485,115664037,95
86829,Inside Llewyn Davis,2013,84,7.203,2482,32935319,104
210479,Locke,2014,63,6.899,2479,4635300,85
9477,King Arthur,2004,72,6.259,2479,203567857,126
52451,The Three Musketeers,2011,77,5.803,2476,132274484,110
1887,Marie Antoinette,2006,81,6.666,2473,60917189,123
20048,Confessions of a Shopaholic,2009,81,6.4,2472,108332743,104
976573,Elemental,2023,84,7.757,2467,486797988,102
