id,title,year,google_rating,vote_average,vote_count,revenue,runtime
9495,The Crow,1994,93,7.502,3553,50694672,102
4148,Revolutionary Road,2008,63,6.97,3551,75981180,119
508965,Klaus,2019,87,8.25,3542,0,96
929,Godzilla,1998,67,5.605,3541,379014294,138
13649,High School Musical 2,2007,85,6.523,3540,7000000,111
189,Sin City: A Dame to Kill For,2014,76,6.4,3539,39407616,102
71676,Ghost Rider: Spirit of Vengeance,2011,72,5.003,3538,132563930,96
276907,Legend,2015,84,7.032,3537,42972994,132
805,Rosemary's Baby,1968,80,7.813,3536,33395426,138
522938,Rambo: Last Blood,2019,83,6.521,3535,91490353,89
35791,Resident Evil: Afterlife,2010,86,6.04,3532,300228084,97
710,GoldenEye,1995,88,6.88,3530,352194034,130
301365,The Neon Demon,2016,68,6.534,3522,3377430,118
41513,The Smurfs,2011,76,5.767,3519,563749323,103
72976,Lincoln,2012,81,6.865,3517,275293450,149
257445,Goosebumps,2015,73,6.3,3516,158162788,103
9286,Final Destination 3,2006,91,6.1,3513,118890272,93
1369,Rambo: First Blood Part II,1985,86,6.619,3512,300400432,96
529203,The Croods: A New Age,2020,72,7.521,3508,215905815,95
9392,The Descent,2005,87,6.957,3507,57130027,99
12153,White Chicks,2004,92,6.919,3505,113086475,109
2832,Identity,2003,71,7.18,3502,90259536,90
2123,"Me, Myself & Irene",2000,81,6.587,3501,149270999,116
9762,Step Up,2006,82,6.878,3498,114194847,104
40807,50/50,2011,75,7.2,3498,39187783,100
9919,How to Lose a Guy in 10 Days,2003,82,6.754,3496,177502387,116
9798,Enemy of the State,1998,84,7.009,3493,250649836,132
11619,Flushed Away,2006,70,6.265,3488,178120010,84
10330,Freaky Friday,2003,87,6.462,3482,160846332,97
10501,The Road to El Dorado,2000,84,7.244,3477,76432727,89
402,Basic Instinct,1992,83,6.888,3475,352927224,127
301337,Downsizing,2017,51,5.321,3474,55003890,135
10483,Death Race,2008,65,6.25,3473,76014335,105
296099,Vacation,2015,70,6.298,3472,104384188,99
10189,Pineapple Express,2008,79,6.623,3470,101624843,111
1924,Superman,1978,78,7.116,3467,300218018,143
20766,The Road,2009,81,6.998,3460,27635305,111
613,Downfall,2004,93,7.847,3460,92181574,156
7350,The Bucket List,2007,78,7.181,3456,175372502,97
5038,Vicky Cristina Barcelona,2008,78,6.792,3456,96409300,96
2898,As Good as It Gets,1997,83,7.393,3449,314178011,139
14756,Ip Man,2008,86,7.8,3444,22108789,106
10661,You Don't Mess with the Zohan,2008,74,5.702,3441,204313400,113
258480,Carol,2015,87,7.494,3439,40272135,118
829,Chinatown,1974,81,7.917,3436,30000000,130
3558,"Girl, Interrupted",1999,85,7.552,3433,48350205,127
19994,Jennifer's Body,2009,79,5.912,3433,31556061,107
396371,Molly's Game,2017,67,7.154,3432,59284015,140
1164,Babel,2006,79,7.181,3427,135330182,143
7340,Carrie,1976,86,7.3,3415,25878153,98
