id,title,year,google_rating,vote_average,vote_count,revenue,runtime
82690,Wreck-It Ralph,2012,85,7.3,11546,471222889,101
141,Donnie Darko,2001,91,7.8,11515,7500000,114
72105,Ted,2012,84,6.407,11513,549368315,107
64682,The Great Gatsby,2013,82,7.379,11505,351040419,143
277834,Moana,2016,85,7.6,11502,690860472,107
399055,The Shape of Water,2017,76,7.247,11490,195333312,123
85,Raiders of the Lost Ark,1981,91,7.924,11483,389925971,115
19908,Zombieland,2009,88,7.3,11466,102391540,88
127380,Finding Dory,2016,81,7.042,11429,1028570889,97
296096,Me Before You,2016,83,7.918,11414,207945075,110
530915,1917,2019,89,7.99,11395,394638258,119
398818,Call Me by Your Name,2017,89,8.167,11367,43143046,132
82693,Silver Linings Playbook,2012,80,7.13,11327,236412453,122
809,Shrek 2,2004,89,7.249,11323,928760770,93
14161,2012,2009,76,5.819,11300,791217826,158
240,The Godfather Part II,1974,89,8.591,11293,102600000,202
14,American Beauty,1999,81,8.0,11260,356296601,122
70981,Prometheus,2012,82,6.535,11255,403354469,124
37799,The Social Network,2010,83,7.358,11190,224920315,121
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,87,6.648,11176,795922298,128
546554,Knives Out,2019,87,7.847,11156,312897920,131
489,Good Will Hunting,1997,93,8.149,11111,225933435,127
216015,Fifty Shades of Grey,2015,-1,5.882,11101,571006128,125
350,The Devil Wears Prada,2006,90,7.384,11089,326706115,109
103,Taxi Driver,1976,88,8.2,11081,28600000,114
332562,A Star Is Born,2018,86,7.503,11079,433888866,136
228150,Fury,2014,90,7.518,11021,211817906,135
1724,The Incredible Hulk,2008,71,6.204,11006,163712074,114
23483,Kick-Ass,2010,79,7.12,10997,96188903,117
2048,"I, Robot",2004,84,6.939,10972,347234916,115
6977,No Country for Old Men,2007,85,7.933,10964,171627166,122
61791,Rise of the Planet of the Apes,2011,81,7.289,10799,482860185,105
161,Ocean's Eleven,2001,87,7.43,10774,450717150,116
745,The Sixth Sense,1999,89,7.944,10754,672806292,107
194,Amélie,2001,90,7.905,10750,173921954,122
111,Scarface,1983,91,8.168,10749,66023329,169
146233,Prisoners,2013,80,8.091,10748,122126687,153
73,American History X,1998,89,8.352,10729,23875127,119
138843,The Conjuring,2013,87,7.541,10683,320406242,112
222935,The Fault in Our Stars,2014,85,7.598,10655,307166834,126
11036,The Notebook,2004,85,7.88,10629,115603229,123
76203,12 Years a Slave,2013,91,7.945,10603,187000000,134
62,2001: A Space Odyssey,1968,84,8.076,10575,71923560,149
49530,In Time,2011,75,6.953,10556,173930596,109
812,Aladdin,1992,87,7.645,10547,504050219,95
490132,Green Book,2018,91,8.242,10542,319700000,130
38757,Tangled,2010,86,7.599,10539,592461732,100
8358,Cast Away,2000,85,7.662,10531,429632142,143
36657,X-Men,2000,82,6.996,10530,296339527,104
93456,Despicable Me 2,2013,85,6.916,10523,970761885,98
