id,title,year,google_rating,vote_average,vote_count,revenue,runtime
28178,Hachi: A Dog's Tale,2009,91,8.006,6235,46749646,93
68728,Oz the Great and Powerful,2013,68,5.903,6232,491868548,130
1091,The Thing,1982,87,8.045,6232,19629760,109
81188,Rise of the Guardians,2012,75,7.36,6229,306941670,97
262504,Allegiant,2016,75,6.1,6228,179246868,120
188927,Star Trek Beyond,2016,80,6.781,6226,343471816,122
9615,The Fast and the Furious: Tokyo Drift,2006,83,6.454,6222,158964610,104
6957,The 40 Year Old Virgin,2005,82,6.374,6218,177378645,116
117263,Olympus Has Fallen,2013,87,6.394,6218,170270201,120
615457,Nobody,2021,74,8.018,6217,61779301,92
114150,Pitch Perfect,2012,72,7.295,6206,115400000,112
82700,After Earth,2013,63,5.191,6205,243843127,100
398978,The Irishman,2019,86,7.615,6203,968853,209
82675,Taken 2,2012,79,6.3,6201,376141306,91
334543,Lion,2016,85,8.083,6199,140312928,118
37686,Super 8,2011,68,6.76,6199,260095986,112
257211,The Intern,2015,83,7.205,6199,194564672,121
2668,Sleepy Hollow,1999,81,7.169,6198,206071502,105
46195,Rio,2011,84,6.719,6195,484635760,96
18240,The Proposal,2009,87,7.13,6189,317375031,108
956,Mission: Impossible III,2006,85,6.722,6186,398479497,126
530385,Midsommar,2019,70,7.162,6185,47969371,147
4232,Scream,1996,86,7.4,6180,173046663,112
419704,Ad Astra,2019,66,6.1,6143,127461872,123
955,Mission: Impossible II,2000,82,6.119,6122,546388105,123
4011,Beetlejuice,1988,82,7.384,6117,74714298,92
11688,The Emperor's New Groove,2000,89,7.551,6109,169327687,78
170,28 Days Later,2002,87,7.202,6104,85720385,113
296,Terminator 3: Rise of the Machines,2003,87,6.145,6098,435000000,109
293863,The Age of Adaline,2015,83,7.469,6092,65663276,112
3131,Gangs of New York,2002,87,7.318,6091,193772504,168
439079,The Nun,2018,74,5.9,6076,365582797,96
100,"Lock, Stock and Two Smoking Barrels",1998,91,8.126,6072,28356188,105
53182,300: Rise of an Empire,2014,72,6.093,6055,337580051,102
47964,A Good Day to Die Hard,2013,72,5.3,6052,304654182,98
508,Love Actually,2003,84,7.1,6047,244931766,135
238636,The Purge: Anarchy,2014,80,6.649,6042,111928365,104
322,Mystic River,2003,81,7.746,6036,156822020,138
241259,Alice Through the Looking Glass,2016,80,6.55,6025,299457024,113
11631,Mamma Mia!,2008,82,6.966,6024,609841637,108
334533,Captain Fantastic,2016,90,7.912,6017,23123592,118
534,Terminator Salvation,2009,80,6.0,6009,371353001,115
364,Batman Returns,1992,79,6.913,5985,280000000,126
7345,There Will Be Blood,2007,91,8.085,5985,77208711,158
43074,Ghostbusters,2016,55,5.371,5976,229147509,117
2649,The Game,1997,74,7.56,5975,109423648,129
44896,Rango,2011,77,6.825,5969,245724603,107
676,Pearl Harbor,2001,86,6.932,5944,449220945,183
320288,Dark Phoenix,2019,69,5.994,5941,252442974,114
109414,This Is the End,2013,79,6.222,5941,126041322,107
