id,title,year,google_rating,vote_average,vote_count,revenue,runtime
10494,Perfect Blue,1998,-1,8.287,2175,112536,81
10331,Night of the Living Dead,1968,89,7.62,2173,30000000,96
228165,The SpongeBob Movie: Sponge Out of Water,2015,69,6.064,2172,311594032,93
301351,We Are Your Friends,2015,74,6.725,2171,11122090,96
9645,Ghost Ship,2002,90,5.931,2170,68349884,91
167,K-PAX,2001,84,7.186,2168,50315140,120
418078,It Comes at Night,2017,60,5.841,2167,19280931,91
829280,Enola Holmes 2,2022,91,7.547,2166,0,129
149509,Horns,2013,66,6.296,2164,0,120
13597,Labyrinth,1986,83,7.3,2164,12729917,102
581392,Peninsula,2020,74,6.8,2164,42698327,115
8328,Step Up 2: The Streets,2008,78,6.684,2160,150816700,98
19898,Pandorum,2009,78,6.559,2160,20648328,108
9007,Just Like Heaven,2005,81,6.932,2159,102854431,95
602269,The Little Things,2021,61,6.329,2158,29942746,128
132344,Before Midnight,2013,78,7.513,2158,11176469,109
12556,Ghosts of Girlfriends Past,2009,69,5.954,2158,102223269,115
277217,Descendants,2015,83,7.117,2158,0,112
332210,Storks,2016,71,6.636,2156,182379278,87
1429,25th Hour,2002,80,7.332,2156,23932055,135
20453,3 Idiots,2009,94,7.984,2154,70000000,170
7347,Elite Squad,2007,89,8.057,2150,14759148,115
13363,The Man from Earth,2007,90,7.62,2150,0,87
96,Beverly Hills Cop II,1987,85,6.47,2149,299965036,103
8923,Green Street Hooligans,2005,94,7.248,2148,3154346,109
447277,The Little Mermaid,2023,54,6.536,2148,569244557,135
400710,Flatliners,2017,66,5.7,2147,45158254,111
87818,Movie 43,2013,52,4.577,2146,32438988,90
8456,Never Back Down,2008,78,6.746,2146,41627431,115
5156,Bicycle Thieves,1948,91,8.213,2146,436655,89
696,Manhattan,1979,77,7.75,2145,40194067,96
96724,Anna Karenina,2012,78,6.731,2144,68929150,130
1607,A Bronx Tale,1993,91,7.843,2144,17287898,121
379170,Sherlock: The Abominable Bride,2016,-1,7.866,2143,0,90
41216,Legend of the Guardians: The Owls of Ga'Hoole,2010,63,6.8,2143,140073390,97
401469,Widows,2018,62,6.5,2143,73866088,129
80035,The Watch,2012,66,5.571,2140,68267862,102
549053,Last Christmas,2019,80,7.227,2140,121550750,102
3563,I Now Pronounce You Chuck & Larry,2007,72,6.031,2135,187134117,115
2082,Halloween,2007,79,6.198,2135,80460948,110
9494,Look Who's Talking,1989,79,6.272,2135,296999813,93
9350,Cliffhanger,1993,85,6.473,2134,255000211,112
267193,Grimsby,2016,64,5.928,2134,27979040,83
243688,Poltergeist,2015,64,5.192,2133,95437994,93
814,An American Werewolf in London,1981,91,7.375,2132,31973249,97
8195,Ronin,1998,80,6.9,2131,70692101,122
87492,Foxcatcher,2014,67,6.656,2129,12096300,134
6972,Australia,2008,77,6.579,2127,211787511,165
180299,The Raid 2,2014,87,7.632,2126,6566916,150
257088,Point Break,2015,74,5.921,2125,133718711,113
