id,title,year,google_rating,vote_average,vote_count,revenue,runtime
9600,Big Momma's House,2000,80,5.795,2125,173959438,98
11459,Sky High,2005,65,6.236,2125,86369815,100
428449,A Ghost Story,2017,69,7.107,2124,1929659,93
481084,The Addams Family,2019,-1,6.613,2124,204394183,86
858,Sleepless in Seattle,1993,77,6.73,2123,227799884,105
11451,Herbie Fully Loaded,2005,77,5.705,2121,144146816,100
762975,Purple Hearts,2022,92,8.155,2120,0,122
11199,Wild Hogs,2007,79,5.942,2116,253625427,100
12159,What Dreams May Come,1998,85,7.194,2114,71485043,113
9384,Starsky & Hutch,2004,76,5.793,2113,170268750,101
522,Ed Wood,1994,80,7.506,2112,5887457,127
465136,Every Day,2018,54,7.229,2112,10421847,97
42188,Never Let Me Go,2010,53,6.856,2111,9918093,104
369557,Sing Street,2016,91,7.88,2111,13624522,106
504,Monster,2003,85,7.227,2110,60378584,110
13455,Push,2009,58,6.148,2110,49678401,111
783,Gandhi,1982,83,7.543,2110,77737889,191
42297,Burlesque,2010,79,7.187,2109,89519773,119
581600,Spenser Confidential,2020,69,6.532,2108,0,110
10320,The Ring Two,2005,70,5.732,2107,161451538,110
10950,I Am Sam,2001,91,7.564,2105,92542418,132
446791,All the Money in the World,2017,56,6.486,2104,56996304,132
168530,Ride Along,2014,78,6.244,2103,153997819,99
9757,Norbit,2007,78,5.584,2100,159313561,102
4970,Gothika,2003,82,6.077,2098,141591324,98
384680,Hostiles,2017,81,6.914,2098,36976336,134
556803,The Princess Switch,2018,88,7.012,2093,0,101
346648,Paddington 2,2017,84,7.455,2092,227300000,104
1262,Stranger Than Fiction,2006,88,7.268,2090,53653224,113
372343,The Snowman,2017,55,5.196,2089,43203413,119
110420,Wolf Children,2012,94,8.234,2088,55060661,117
412656,Chaos Walking,2021,52,6.635,2087,26508132,109
865,The Running Man,1987,72,6.53,2086,38122105,101
28355,Case 39,2009,71,6.29,2085,29000000,109
329833,Zoolander 2,2016,61,4.888,2084,56722693,100
273895,Selma,2014,85,7.402,2084,66787908,127
5825,National Lampoon's Christmas Vacation,1989,90,7.214,2083,71319546,97
454992,The Spy Who Dumped Me,2018,60,6.399,2083,33562069,117
10376,The Legend of 1900,1998,94,8.265,2082,21057208,170
8051,Punch-Drunk Love,2002,81,7.132,2081,24665649,96
294272,Pete's Dragon,2016,69,6.379,2080,143695338,103
674324,The Banshees of Inisherin,2022,80,7.474,2080,49262687,114
8848,The Bank Job,2008,78,6.823,2079,64828421,112
86825,Stoker,2013,51,6.659,2078,12077441,99
11011,Ri¢hie Ri¢h,1994,76,5.873,2077,38087756,95
660,Thunderball,1965,87,6.644,2077,141195658,130
614917,King Richard,2021,69,7.717,2075,39429285,145
475303,A Rainy Day in New York,2019,63,6.499,2074,23800000,92
6038,Shanghai Knights,2003,87,6.126,2074,88323487,115
9312,Mortal Kombat,1995,81,5.838,2073,122195920,101
