id,title,year,google_rating,vote_average,vote_count,revenue,runtime
8859,"Dude, Where's My Car?",2000,74,5.547,1707,73180723,83
460885,Mandy,2018,74,6.194,1706,1214525,122
303857,Dragon Ball Z: Resurrection 'F',2015,88,6.812,1706,61768190,93
139038,A Haunted House,2013,83,5.871,1706,60141683,86
47931,Elite Squad: The Enemy Within,2010,87,7.812,1706,63027681,115
9564,Asterix & Obelix Take on Caesar,1999,81,5.985,1705,1644060,109
35019,Nanny McPhee and the Big Bang,2010,77,6.276,1705,93251121,109
407451,A Wrinkle in Time,2018,49,5.102,1704,132675864,109
81796,Lockout,2012,61,5.9,1703,32948113,95
16523,Where the Wild Things Are,2009,62,6.47,1703,100140916,101
2043,Along Came a Spider,2001,71,6.332,1702,105178561,104
76494,What to Expect When You're Expecting,2012,72,6.018,1702,79700000,110
2609,"Planes, Trains and Automobiles",1987,80,7.234,1700,49500000,93
14442,Ella Enchanted,2004,80,6.442,1699,27388767,96
9535,Analyze This,1999,75,6.483,1698,176885658,103
420634,Terrifier,2018,76,6.519,1698,416322,84
1636,Bedazzled,2000,74,6.028,1697,90383208,93
11679,xXx: State of the Union,2005,66,5.011,1696,71073932,101
241257,Regression,2015,55,5.575,1696,17671101,106
183011,Justice League: The Flashpoint Paradox,2013,89,7.914,1695,0,75
4824,The Jackal,1997,75,6.336,1695,159330280,124
11932,Bride of Chucky,1998,82,6.0,1695,50671850,89
47327,Drive Angry,2011,67,5.475,1694,40909909,105
9619,Dante's Peak,1997,71,6.176,1693,178127760,108
755566,Day Shift,2022,75,6.84,1692,0,113
4543,Monty Python's The Meaning of Life,1983,72,7.32,1692,14949697,107
13515,Mirrors,2008,70,6.251,1691,72436439,111
8424,Love Me If You Dare,2003,84,7.251,1690,0,93
3989,Team America: World Police,2004,69,6.711,1689,50907422,97
9461,Enter the Dragon,1973,80,7.425,1689,21485066,102
264999,Magic Mike XXL,2015,67,6.16,1685,117813057,115
2069,The Whole Nine Yards,2000,86,6.436,1685,106371651,98
591274,Fear Street: 1978,2021,89,7.23,1684,0,110
668,On Her Majesty's Secret Service,1969,84,6.582,1681,64574493,142
9946,End of Days,1999,88,6.043,1681,211989043,121
82505,House at the End of the Street,2012,77,5.792,1681,44287131,101
9255,Hot Shots! Part Deux,1993,84,6.522,1679,133752825,86
9100,The Craft,1996,85,6.737,1678,24819936,101
1634,Free Willy,1993,74,6.17,1678,153698625,112
439,La Dolce Vita,1960,77,8.136,1678,19647000,176
9341,The Core,2003,64,5.771,1677,74208267,136
382322,Batman: The Killing Joke,2016,68,6.597,1677,3775000,77
457136,Mary Queen of Scots,2018,68,6.6,1675,37807625,124
10214,Son of the Mask,2005,50,4.117,1675,0,94
521777,Good Boys,2019,57,6.844,1675,111037232,89
10045,District B13,2004,86,6.778,1674,9584131,84
11452,National Lampoon's Van Wilder,2002,74,6.015,1674,39241323,92
283350,Before We Go,2014,71,6.713,1674,37151,89
9319,The Last Boy Scout,1991,79,6.782,1673,59509925,105
8193,Napoleon Dynamite,2004,85,6.772,1673,46118097,95
