id,title,year,google_rating,vote_average,vote_count,revenue,runtime
316029,The Greatest Showman,2017,89,7.908,8844,432844677,105
287947,Shazam!,2019,71,7.034,8840,366080049,132
9738,Fantastic Four,2005,73,5.775,8765,333535934,106
679,Aliens,1986,90,7.933,8758,183316455,137
577922,Tenet,2020,74,7.191,8744,365304105,150
515001,Jojo Rabbit,2019,91,8.042,8724,82468705,108
17654,District 9,2009,87,7.423,8721,210819611,112
4935,Howl's Moving Castle,2004,96,8.402,8720,236049757,119
264644,Room,2015,85,8.033,8684,35401758,118
772,Home Alone 2: Lost in New York,1992,89,6.705,8671,358994850,120
591,The Da Vinci Code,2006,85,6.721,8646,767820459,149
2501,The Bourne Identity,2002,90,7.463,8618,214034224,119
18239,The Twilight Saga: New Moon,2009,81,6.003,8614,709827462,131
568124,Encanto,2021,82,7.63,8611,253000000,102
9741,Unbreakable,2000,83,7.134,8607,248118121,106
54138,Star Trek Into Darkness,2013,76,7.328,8589,467365246,132
414906,The Batman,2022,81,7.705,8584,770945583,177
9487,A Bug's Life,1998,81,6.969,8541,363258859,95
47971,xXx: Return of Xander Cage,2017,63,6.138,8541,346147658,107
337404,Cruella,2021,86,8.055,8507,233503234,134
87,Indiana Jones and the Temple of Doom,1984,85,7.294,8505,333000000,118
13183,Watchmen,2009,70,7.333,8485,185258983,163
9479,The Nightmare Before Christmas,1993,90,7.841,8484,75634409,76
566525,Shang-Chi and the Legend of the Ten Rings,2021,85,7.589,8481,432243292,132
399579,Alita: Battle Angel,2019,82,7.219,8450,404980543,122
664413,365 Days,2020,74,7.063,8429,9458590,116
124905,Godzilla,2014,79,6.289,8360,529076069,123
50620,The Twilight Saga: Breaking Dawn - Part 2,2012,78,6.468,8352,829747654,115
423,The Pianist,2002,94,8.382,8351,120072577,150
564,The Mummy,1999,89,6.906,8327,415885488,124
176,Saw,2004,83,7.4,8327,103911669,103
318846,The Big Short,2015,87,7.344,8320,133346506,131
810,Shrek the Third,2007,79,6.287,8318,813367380,93
107,Snatch,2000,85,7.801,8309,83557872,103
138832,We're the Millers,2013,82,6.814,8306,269994119,110
50619,The Twilight Saga: Breaking Dawn - Part 1,2011,80,6.201,8228,712171856,117
24021,The Twilight Saga: Eclipse,2010,83,6.214,8226,698491347,124
68724,Elysium,2013,78,6.499,8224,286140700,109
3933,Corpse Bride,2005,84,7.527,8216,118133252,77
177677,Mission: Impossible - Rogue Nation,2015,83,7.19,8182,682716636,131
45269,The King's Speech,2010,91,7.74,8145,414211549,118
156022,The Equalizer,2014,78,7.247,8145,192330738,132
620,Ghostbusters,1984,86,7.467,8143,296187079,107
109439,The Hangover Part III,2013,84,6.211,8097,362000072,100
954,Mission: Impossible,1996,83,6.968,8089,457731198,110
466282,To All the Boys I've Loved Before,2018,93,7.642,8045,0,100
76492,Hotel Transylvania,2012,81,7.0,8037,358375603,91
254128,San Andreas,2015,78,6.229,8036,473990832,114
281338,War for the Planet of the Apes,2017,79,7.16,8030,490719763,140
474350,It Chapter Two,2019,82,6.854,8021,473122525,169
