id,title,year,google_rating,vote_average,vote_count,revenue,runtime
27205,Inception,2010,88,8.364,34495,825532764,148
157336,Interstellar,2014,92,8.417,32571,701729206,169
155,The Dark Knight,2008,92,8.512,30619,1004558444,152
19995,Avatar,2009,86,7.573,29815,2923706026,162
24428,The Avengers,2012,84,7.71,29166,1518815515,143
293660,Deadpool,2016,85,7.606,28894,783100000,108
299536,Avengers: Infinity War,2018,89,8.255,27713,2052415039,149
550,Fight Club,1999,92,8.438,27238,100853753,139
118340,Guardians of the Galaxy,2014,88,7.906,26638,772776600,121
680,Pulp Fiction,1994,92,8.488,25893,213900000,154
13,Forrest Gump,1994,94,8.477,25409,677387716,142
671,Harry Potter and the Philosopher's Stone,2001,91,7.916,25379,976475550,152
1726,Iron Man,2008,87,7.64,24874,585174222,126
68718,Django Unchained,2012,92,8.171,24672,425368238,165
278,The Shawshank Redemption,1994,95,8.702,24649,28341469,142
299534,Avengers: Endgame,2019,93,8.263,23857,2800000000,181
603,The Matrix,1999,89,8.206,23815,463517383,136
597,Titanic,1997,93,7.9,23637,2264162353,194
475557,Joker,2019,88,8.168,23425,1074458282,122
120,The Lord of the Rings: The Fellowship of the Ring,2001,85,8.402,23323,871368364,179
122,The Lord of the Rings: The Return of the King,2003,85,8.474,22334,1118888979,201
11324,Shutter Island,2010,89,8.2,22318,294800000,138
106646,The Wolf of Wall Street,2013,91,8.035,22222,392000000,180
99861,Avengers: Age of Ultron,2015,84,7.276,21754,1405403694,141
271110,Captain America: Civil War,2016,84,7.4,21541,1155046416,147
49026,The Dark Knight Rises,2012,83,7.777,21335,1081041287,165
68721,Iron Man 3,2013,87,6.928,21064,1215577205,130
284054,Black Panther,2018,89,7.39,21053,1349926083,135
284052,Doctor Strange,2016,85,7.427,20935,676343174,115
76341,Mad Max: Fury Road,2015,89,7.582,20911,378858340,121
16869,Inglourious Basterds,2009,88,8.215,20746,321457747,153
70160,The Hunger Games,2012,81,7.193,20636,694394724,142
315635,Spider-Man: Homecoming,2017,80,7.345,20507,880166924,133
672,Harry Potter and the Chamber of Secrets,2002,87,7.721,20390,876688482,161
283995,Guardians of the Galaxy Vol. 2,2017,86,7.624,20353,863756051,137
121,The Lord of the Rings: The Two Towers,2002,85,8.385,20274,926287400,179
1771,Captain America: The First Avenger,2011,82,6.995,20269,370569774,124
297761,Suicide Squad,2016,73,5.909,20097,746846894,123
673,Harry Potter and the Prisoner of Azkaban,2004,87,8.02,20038,789804554,141
10195,Thor,2011,83,6.768,20023,449326618,115
10138,Iron Man 2,2010,87,6.835,19756,623933331,124
272,Batman Begins,2005,83,7.701,19561,374218673,140
284053,Thor: Ragnarok,2017,83,7.595,19539,855301806,131
150540,Inside Out,2015,87,7.922,19463,857611174,95
135397,Jurassic World,2015,84,6.682,19414,1671537444,124
807,Se7en,1995,91,8.368,19403,327311859,127
674,Harry Potter and the Goblet of Fire,2005,87,7.816,19287,895921036,157
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003,92,7.794,19233,655011224,143
12445,Harry Potter and the Deathly Hallows: Part 2,2011,86,8.105,19183,1341511219,130
11,Star Wars,1977,90,8.204,19155,775398007,121
