id,title,year,google_rating,vote_average,vote_count,revenue,runtime
5174,Rush Hour 3,2007,88,6.4,2903,258022233,91
399361,Triple Frontier,2019,56,6.292,2903,0,125
179144,The Great Beauty,2013,81,7.509,2902,24930592,142
169,Predator 2,1990,87,6.26,2900,57120318,108
109451,Cloudy with a Chance of Meatballs 2,2013,77,6.436,2898,248384621,95
96936,The Bling Ring,2013,66,5.406,2894,19145732,90
32856,Valentine's Day,2010,67,5.905,2889,216485654,125
1443,The Virgin Suicides,1999,86,7.086,2887,10409377,97
18487,The Taking of Pelham 1 2 3,2009,72,6.338,2881,150166126,106
9334,The Scorpion King,2002,69,5.6,2878,165333180,92
109421,Side Effects,2013,64,6.587,2878,63372757,106
3034,Young Frankenstein,1974,93,7.901,2877,86273333,106
284293,Still Alice,2014,82,7.498,2876,44779195,100
30497,The Texas Chain Saw Massacre,1974,87,7.292,2872,30900000,83
455980,Tag,2018,75,6.7,2869,75100000,100
1370,Rambo III,1988,85,6.17,2868,189015611,102
514847,The Hunt,2020,63,6.654,2867,10550350,90
4995,Boogie Nights,1997,86,7.638,2866,43101594,156
470,21 Grams,2003,83,7.337,2865,60427839,124
173897,Resident Evil: The Final Chapter,2016,73,6.108,2860,312242626,107
6075,Carlito's Way,1993,86,7.833,2858,63848322,144
511987,Crawl,2019,66,6.312,2858,91542097,88
818,Austin Powers in Goldmember,2002,78,5.998,2857,296938801,93
531309,Brightburn,2019,68,6.106,2857,33224654,91
9506,Anger Management,2003,87,6.139,2857,195745823,106
462,Erin Brockovich,2000,87,7.417,2855,256271286,131
10521,Bride Wars,2009,78,6.232,2851,115375850,89
12133,Step Brothers,2008,84,6.557,2850,128107642,98
8967,The Tree of Life,2011,62,6.726,2850,54674226,139
10022,The Pacifier,2005,82,6.055,2845,198636868,95
872,Singin' in the Rain,1952,86,8.167,2845,7200000,103
8619,Master and Commander: The Far Side of the World,2003,81,7.132,2843,212011111,138
382591,Two Is a Family,2016,90,7.749,2841,1447740,118
3050,Doctor Dolittle,1998,75,5.7,2839,294456605,85
378236,The Emoji Movie,2017,50,5.488,2832,216909830,86
82633,Lawless,2012,81,7.043,2832,53676580,115
766,Army of Darkness,1992,92,7.27,2829,21502976,81
9029,What Happens in Vegas,2008,77,6.081,2828,219375562,99
1934,Shakespeare in Love,1998,74,6.868,2823,289317794,123
68730,Silence,2016,74,7.119,2822,23737523,161
22804,Saw VI,2009,87,6.3,2820,68234154,90
119283,Parker,2013,77,6.018,2816,46216641,118
443791,Underwater,2020,72,6.298,2813,40882928,95
249070,Hitman: Agent 47,2015,64,5.83,2812,81967450,96
576845,Last Night in Soho,2021,76,7.375,2812,22957625,117
9471,Charlie's Angels: Full Throttle,2003,83,5.455,2811,259175788,106
588228,The Tomorrow War,2021,76,7.572,2806,14400000,138
1103,Escape from New York,1981,91,7.1,2805,50244700,99
11283,Nanny McPhee,2005,80,6.648,2802,123276807,97
714,Tomorrow Never Dies,1997,86,6.346,2798,333011068,119
