id,title,year,google_rating,vote_average,vote_count,revenue,runtime
4982,American Gangster,2007,84,7.577,4933,266465037,157
879,Hook,1991,79,6.824,4931,300855000,142
289,Casablanca,1943,83,8.171,4928,10462500,102
8961,Bad Boys II,2003,87,6.598,4924,273339556,147
316727,The Purge: Election Year,2016,83,6.394,4919,118587880,105
2567,The Aviator,2004,76,7.224,4906,213700000,170
13811,Knowing,2009,70,6.18,4902,155446362,121
4108,The Transporter,2002,77,6.696,4902,43928932,92
369972,First Man,2018,72,7.045,4896,105713218,141
76726,Chronicle,2012,51,6.822,4891,145000000,84
44264,True Grit,2010,80,7.301,4890,252276927,110
21208,Orphan,2009,85,7.001,4889,77912251,122
286565,Paper Towns,2015,73,6.134,4881,85512300,109
10340,Lady and the Tramp,1955,89,7.101,4880,36359037,76
311,Once Upon a Time in America,1984,88,8.427,4863,5500000,229
12477,Grave of the Fireflies,1988,97,8.455,4861,516962,89
76285,Percy Jackson: Sea of Monsters,2013,67,6.028,4859,199850315,106
375262,The Favourite,2018,67,7.537,4855,95918706,119
85350,Boyhood,2014,79,7.509,4828,48137666,166
754,Face/Off,1997,85,7.019,4826,245676146,138
718930,Bullet Train,2022,73,7.495,4804,239268602,126
10315,Fantastic Mr. Fox,2009,86,7.782,4798,46471023,87
583083,The Kissing Booth 2,2020,86,7.703,4796,0,132
215,Saw II,2005,86,6.564,4790,147748505,93
332567,The Shallows,2016,76,6.35,4789,119100758,86
107846,Escape Plan,2013,76,6.722,4789,137328301,115
16996,17 Again,2009,84,6.287,4788,136316880,102
10882,Sleeping Beauty,1959,86,6.942,4784,51600000,75
11253,Hellboy II: The Golden Army,2008,72,6.752,4782,160388063,120
414,Batman Forever,1995,71,5.409,4780,336529144,121
399404,Darkest Hour,2017,79,7.35,4761,150847207,125
6637,National Treasure: Book of Secrets,2007,78,6.321,4761,459242249,124
10096,13 Going on 30,2004,88,6.733,4755,96455697,98
9836,Happy Feet,2006,73,6.174,4752,384335608,108
311324,The Great Wall,2016,64,6.005,4748,331957105,103
395834,Wind River,2017,87,7.428,4747,44998252,107
453405,Gemini Man,2019,67,6.311,4718,173469516,117
9480,Daredevil,2003,62,5.251,4718,179179718,103
49849,Cowboys & Aliens,2011,73,5.588,4718,174822325,119
43347,Love & Other Drugs,2010,65,7.037,4717,102820008,112
1991,Death Proof,2007,82,6.824,4703,31126421,113
11774,Lemony Snicket's A Series of Unfortunate Events,2004,76,6.814,4688,209073645,108
338762,Bloodshot,2020,59,6.76,4681,39861118,110
454,Romeo + Juliet,1996,78,6.795,4681,147298761,120
23827,Paranormal Activity,2007,86,5.991,4676,193355800,85
9509,Man on Fire,2004,83,7.45,4674,130293714,146
49049,Dredd,2012,84,6.817,4663,41037742,95
10112,The Aristocats,1970,91,7.289,4660,55675257,78
353491,The Dark Tower,2017,59,5.673,4658,113231078,95
81005,Jack the Giant Slayer,2013,65,5.818,4655,197687603,114
