id,title,year,google_rating,vote_average,vote_count,revenue,runtime
331,Jurassic Park III,2001,82,6.126,6592,368780809,92
158852,Tomorrowland,2015,63,6.257,6591,209154322,130
195589,Neighbors,2014,79,6.178,6569,270665134,97
8909,Wanted,2008,66,6.508,6562,342463063,110
324852,Despicable Me 3,2017,76,6.451,6560,1031552585,90
328387,Nerve,2016,75,7.045,6555,85241496,96
949,Heat,1995,86,7.903,6552,187436818,170
14574,The Boy in the Striped Pyjamas,2008,94,7.849,6542,20416563,94
427641,Rampage,2018,72,6.451,6539,428028233,107
7191,Cloverfield,2008,73,6.672,6525,170764026,85
561,Constantine,2005,79,7.063,6521,230884728,121
9339,Click,2006,79,6.3,6518,240685326,107
616037,Thor: Love and Thunder,2022,68,6.517,6510,760928081,119
773,Little Miss Sunshine,2006,87,7.677,6508,100523181,102
9693,Children of Men,2006,88,7.605,6495,70595464,109
75780,Jack Reacher,2012,74,6.607,6486,218340595,130
37735,Easy A,2010,77,6.811,6485,75026327,93
492188,Marriage Story,2019,84,7.753,6478,2300000,137
1734,The Mummy Returns,2001,84,6.358,6475,443280904,130
65754,The Girl with the Dragon Tattoo,2011,85,7.361,6475,232617430,158
142,Brokeback Mountain,2005,88,7.799,6426,178043761,134
109424,Captain Phillips,2013,83,7.552,6424,218791811,134
296098,Bridge of Spies,2015,81,7.222,6421,165478348,141
18360,Night at the Museum: Battle of the Smithsonian,2009,86,6.1,6414,413106170,105
310131,The Witch,2015,77,6.927,6398,40423945,92
315162,Puss in Boots: The Last Wish,2022,84,8.266,6394,482129780,103
1487,Hellboy,2004,84,6.665,6392,99318987,122
98566,Teenage Mutant Ninja Turtles,2014,67,5.901,6391,485004754,101
10527,Madagascar: Escape 2 Africa,2008,83,6.488,6371,603900354,89
49444,Kung Fu Panda 2,2011,85,6.968,6365,665692281,91
11321,Seven Pounds,2008,75,7.613,6362,168167691,123
76757,Jupiter Ascending,2015,61,5.433,6353,183987723,127
13448,Angels & Demons,2009,79,6.697,6351,485930816,138
4247,Scary Movie,2000,82,6.336,6346,278019771,88
68735,Warcraft,2016,66,6.364,6340,433677183,123
10201,Yes Man,2008,79,6.66,6336,223241637,104
9543,Prince of Persia: The Sands of Time,2010,79,6.261,6334,336365676,116
60304,Hansel & Gretel: Witch Hunters,2013,80,6.029,6324,226349749,88
447404,Pokémon Detective Pikachu,2019,83,6.953,6314,449762638,105
619264,The Platform,2019,77,6.986,6308,1090116,95
49018,Insidious,2011,87,6.947,6298,99870886,103
616,The Last Samurai,2003,85,7.574,6297,456758981,154
38055,Megamind,2010,79,6.963,6290,321885765,96
76163,The Expendables 2,2012,86,6.323,6289,314975955,103
39514,RED,2010,70,6.685,6282,199000000,111
337401,Mulan,2020,64,6.906,6280,66800000,115
527774,Raya and the Last Dragon,2021,78,7.9,6271,130423032,107
381283,mother!,2017,56,7.0,6267,44516999,121
11224,Cinderella,1950,85,7.037,6239,263591415,74
37135,Tarzan,1999,86,7.402,6238,448191819,88
