id,title,year,google_rating,vote_average,vote_count,revenue,runtime
52449,Bad Teacher,2011,71,5.579,4404,216197492,92
7485,Shooter,2007,75,7.097,4401,95696996,124
569094,Spider-Man: Across the Spider-Verse,2023,88,8.442,4394,683241751,140
23629,Sucker Punch,2011,65,6.172,4394,89792502,110
563,Starship Troopers,1997,92,7.03,4392,121214377,129
41630,No Strings Attached,2011,71,6.289,4381,149228077,107
8078,Alien Resurrection,1997,83,6.131,4378,162000000,109
2109,Rush Hour,1998,91,7.013,4374,244721064,98
298312,The Visit,2015,67,6.317,4370,98450062,94
1265,Bridge to Terabithia,2007,82,7.292,4366,137587063,96
46529,I Am Number Four,2011,56,6.174,4366,149878437,109
7551,Déjà Vu,2006,77,6.843,4361,180557550,126
2667,The Blair Witch Project,1999,79,6.336,4359,248639099,81
509967,6 Underground,2019,69,6.34,4358,0,128
503919,The Lighthouse,2019,80,7.512,4352,18129854,109
433,Mary Poppins,1964,88,7.569,4350,103082380,139
424139,Halloween,2018,81,6.542,4342,259900000,106
10947,High School Musical,2006,81,6.566,4342,0,98
10865,Atlantis: The Lost Empire,2001,83,6.981,4339,186053725,95
36586,Blade II,2002,87,6.516,4338,155010032,117
431,Cube,1997,78,6.796,4336,8969065,90
9740,Hannibal,2001,81,6.771,4320,351692268,131
14869,G.I. Joe: The Rise of Cobra,2009,71,5.762,4320,302469017,118
8065,21,2008,64,6.7,4317,159808370,123
522681,Escape Room,2019,72,6.535,4315,155712077,100
376570,Hush,2016,83,6.739,4313,0,82
14306,Marley & Me,2008,83,7.199,4312,255743093,115
34544,The A-Team,2010,71,6.4,4311,177238796,117
320,Insomnia,2002,89,6.9,4306,113714830,118
4944,Burn After Reading,2008,79,6.64,4302,163720069,96
504608,Rocketman,2019,80,7.328,4285,167323950,121
15512,Monsters vs Aliens,2009,71,6.2,4280,381509870,94
428078,Mortal Engines,2018,56,6.176,4274,83869818,129
123553,The Mortal Instruments: City of Bones,2013,60,6.435,4273,95396573,130
446354,The Post,2017,76,6.997,4271,179769467,116
8839,Casper,1995,85,6.301,4269,287928194,100
346910,The Predator,2018,72,5.627,4266,160542134,107
1830,Lord of War,2005,87,7.281,4265,72617068,122
20662,Robin Hood,2010,75,6.4,4264,321669741,140
473033,Uncut Gems,2019,74,7.1,4261,50020902,136
2268,The Golden Compass,2007,73,6.046,4258,372234864,113
19404,Dilwale Dulhania Le Jayenge,1995,82,8.552,4256,100000000,190
369885,Allied,2016,80,6.8,4251,119520023,124
147441,Exodus: Gods and Kings,2014,65,5.847,4251,268031828,150
4248,Scary Movie 2,2001,87,5.783,4249,141220678,83
152584,Blue Is the Warmest Color,2013,82,7.084,4249,10165694,180
7980,The Lovely Bones,2009,80,7.072,4242,93621340,136
9023,Spirit: Stallion of the Cimarron,2002,85,7.698,4239,122563539,83
1878,Fear and Loathing in Las Vegas,1998,86,7.219,4236,10680275,118
227156,The Giver,2014,65,6.549,4235,66980456,97
