id,title,year,google_rating,vote_average,vote_count,revenue,runtime
404368,Ralph Breaks the Internet,2018,78,7.2,6999,529323962,112
1372,Blood Diamond,2006,88,7.53,6999,171720398,143
339964,Valerian and the City of a Thousand Planets,2017,67,6.625,6987,225973340,136
2502,The Bourne Supremacy,2004,90,7.315,6977,288500217,108
359724,Ford v Ferrari,2019,90,8.01,6972,225508210,153
32657,Percy Jackson & the Olympians: The Lightning Thief,2010,72,6.21,6964,226497209,118
14836,Coraline,2009,92,7.854,6950,124600000,100
312221,Creed,2015,86,7.413,6949,173567581,133
4638,Hot Fuzz,2007,86,7.554,6929,80573774,121
454983,The Kissing Booth,2018,89,7.229,6926,0,105
300669,Don't Breathe,2016,82,7.009,6922,159047649,89
214756,Ted 2,2015,82,6.286,6892,215863606,115
1954,The Butterfly Effect,2004,85,7.56,6890,96060858,113
493922,Hereditary,2018,75,7.274,6880,82530552,128
408,Snow White and the Seven Dwarfs,1937,82,7.116,6840,184925486,83
59436,Midnight in Paris,2011,88,7.535,6835,151119219,94
11970,Hercules,1997,84,7.501,6823,252712101,93
168672,American Hustle,2013,68,6.848,6821,251171807,138
395992,Life,2017,72,6.423,6811,100541806,104
44912,Green Lantern,2011,59,5.167,6806,219851172,114
584,2 Fast 2 Furious,2003,87,6.483,6795,236350661,108
223702,Sausage Party,2016,58,5.734,6789,140705322,89
458723,Us,2019,69,6.97,6776,256067149,116
44826,Hugo,2011,73,7.171,6763,185770160,126
621,Grease,1978,83,7.394,6760,181813770,110
62213,Dark Shadows,2012,70,6.044,6754,245527149,113
10192,Shrek Forever After,2010,79,6.351,6751,752600867,93
502356,The Super Mario Bros. Movie,2023,85,7.775,6743,1355725263,93
282035,The Mummy,2017,69,5.507,6741,409231607,110
7326,Juno,2007,80,7.048,6736,232372681,96
153,Lost in Translation,2003,87,7.392,6734,119723856,102
163,Ocean's Twelve,2004,80,6.564,6721,362744280,125
598,City of God,2002,91,8.429,6708,30641770,130
587,Big Fish,2003,78,7.761,6707,123218424,125
1824,50 First Dates,2004,86,6.844,6705,196482882,99
13804,Fast & Furious,2009,83,6.68,6702,363164265,107
396535,Train to Busan,2016,94,7.8,6694,87547518,118
65,8 Mile,2002,87,7.124,6692,242875078,111
8871,How the Grinch Stole Christmas,2000,81,6.741,6688,345823040,104
363676,Sully,2016,78,7.177,6686,240797623,96
295693,The Boss Baby,2017,74,6.451,6682,527965936,97
150689,Cinderella,2015,82,6.798,6679,543514353,105
385128,F9,2021,74,7.139,6660,726229501,143
83542,Cloud Atlas,2012,78,6.884,6657,130482868,172
20526,TRON: Legacy,2010,80,6.459,6648,400062763,125
376867,Moonlight,2016,80,7.392,6641,65046687,111
8363,Superbad,2007,89,7.229,6620,170812526,113
384018,Fast & Furious Presents: Hobbs & Shaw,2019,74,6.867,6618,760098996,137
49519,The Croods,2013,76,6.913,6607,587204668,98
96721,Rush,2013,89,7.708,6598,90247624,123
