id,title,year,google_rating,vote_average,vote_count,revenue,runtime
9008,The Insider,1999,75,7.475,1634,60289912,158
497828,Triangle of Sadness,2022,68,7.125,1631,24733572,147
1051,The French Connection,1971,85,7.539,1630,41158757,104
244458,The Voices,2014,71,6.249,1629,0,101
376290,Miss Sloane,2016,68,7.459,1628,9101546,133
147773,The Way Way Back,2013,71,7.137,1625,23198652,103
9896,Rat Race,2001,86,6.245,1625,85498534,112
774752,The Guardians of the Galaxy Holiday Special,2022,75,7.225,1625,0,45
22825,The Box,2009,64,5.578,1625,33333531,115
39013,Winter's Bone,2010,73,6.8,1624,13831503,101
269,Breathless,1960,80,7.582,1623,0,90
891,All the President's Men,1976,75,7.664,1623,70600000,138
2112,Payback,1999,85,6.832,1621,161626121,100
11186,Child's Play 2,1990,76,6.237,1621,35763605,84
265208,Wild Card,2015,68,5.635,1621,0,92
6615,Lars and the Real Girl,2007,87,7.1,1621,11293663,106
140420,Paperman,2012,77,7.999,1620,0,7
10234,Funny Games,1997,78,7.338,1620,0,109
26123,American Pie Presents: The Book of Love,2009,76,5.268,1620,5021219,93
9955,Blades of Glory,2007,69,6.105,1620,118200000,93
213681,Masterminds,2016,70,5.736,1619,29200000,94
16,Dancer in the Dark,2000,88,7.869,1618,40031879,141
585245,Clifford the Big Red Dog,2021,63,7.202,1618,107347356,97
19265,Whatever Works,2009,72,7.107,1617,36020534,92
32823,Get Him to the Greek,2010,68,5.962,1617,90029656,109
242828,When Marnie Was There,2014,89,8.0,1617,34949567,103
10982,Hoodwinked!,2005,91,6.214,1615,51053787,82
326,Snakes on a Plane,2006,80,5.415,1614,62022014,105
13600,City of Ember,2008,49,6.301,1613,17869048,90
996,Double Indemnity,1944,89,8.132,1612,2500000,107
129670,Nebraska,2013,77,7.428,1612,27682872,115
34647,Enter the Void,2009,83,7.35,1612,754249,161
19458,Princess Protection Program,2010,-1,6.639,1609,0,89
226857,Endless Love,2014,56,6.893,1607,34077920,103
6171,Dreamcatcher,2003,73,5.573,1607,75700000,136
2289,Cold Mountain,2003,84,6.917,1606,173013509,154
559907,The Green Knight,2021,61,6.57,1605,18888418,130
10781,The Texas Chainsaw Massacre: The Beginning,2006,89,6.122,1605,107363905,91
10898,The Little Mermaid II: Return to the Sea,2000,80,6.417,1605,0,75
11362,The Count of Monte Cristo,2002,93,7.64,1605,75395048,131
71688,The Iron Lady,2011,79,6.4,1604,115890699,105
77953,The Campaign,2012,71,5.828,1602,104907746,85
1850,Man on the Moon,1999,80,7.267,1601,47434430,118
302156,Criminal,2016,60,6.174,1600,14708696,113
3509,A Scanner Darkly,2006,70,6.791,1599,7659918,100
82,Miami Vice,2006,60,6.0,1599,163794509,132
283587,Beasts of No Nation,2015,86,7.595,1598,9077700,137
461130,Code 8,2019,51,6.188,1596,157209,99
899112,Violent Night,2022,73,7.479,1595,75734910,112
18405,The Last House on the Left,2009,82,6.468,1595,32721635,110
