id,title,year,google_rating,vote_average,vote_count,revenue,runtime
201085,Crimson Peak,2015,76,6.641,4655,74679822,119
60308,Moneyball,2011,82,7.263,4652,110206216,134
345887,The Equalizer 2,2018,73,6.705,4652,190400157,121
290859,Terminator: Dark Fate,2019,76,6.455,4652,261119292,128
8321,In Bruges,2008,89,7.479,4644,34533783,108
603692,John Wick: Chapter 4,2023,86,7.814,4639,426978565,170
27022,The Sorcerer's Apprentice,2010,66,6.106,4637,215283742,109
22803,Law Abiding Citizen,2009,85,7.373,4637,127944208,109
634,Bridget Jones's Diary,2001,86,6.744,4635,281929795,97
5876,The Mist,2007,83,6.9,4634,57470220,126
637649,Wrath of Man,2021,74,7.669,4632,103966489,119
6114,Bram Stoker's Dracula,1992,84,7.449,4626,215862692,128
415,Batman & Robin,1997,55,4.331,4625,238207122,125
447200,Skyscraper,2018,72,6.318,4623,292351275,102
23168,The Town,2010,73,7.2,4616,154026136,125
377,A Nightmare on Elm Street,1984,87,7.324,4615,57000000,91
10545,The Hunchback of Notre Dame,1996,82,7.103,4614,325338851,91
138103,The Expendables 3,2014,81,6.224,4611,214700000,126
297,Meet Joe Black,1998,82,7.302,4609,142940100,178
324849,The Lego Batman Movie,2017,83,7.222,4593,311950384,104
504172,The Mule,2018,75,6.829,4593,174804407,116
1581,The Holiday,2006,86,7.078,4592,194168700,136
11360,Dumbo,1941,86,6.995,4591,1600000,64
544,There's Something About Mary,1998,80,6.585,4589,369884651,119
9880,The Princess Diaries,2001,88,6.942,4583,165335153,115
290595,The Huntsman: Winter's War,2016,70,6.288,4573,164989338,114
253412,Everest,2015,74,6.81,4567,203427584,121
5548,RoboCop,1987,91,7.297,4559,53424681,102
2770,American Pie 2,2001,80,6.218,4553,287553595,108
97367,The Place Beyond the Pines,2013,75,6.963,4535,47135966,140
661374,Glass Onion: A Knives Out Mystery,2022,84,7.059,4530,13280000,140
268896,Pacific Rim: Uprising,2018,71,6.13,4528,290061297,111
1491,The Illusionist,2006,83,7.286,4528,87892388,110
4547,Panic Room,2002,74,6.757,4523,197079546,111
5559,Bee Movie,2007,71,6.016,4500,287594577,91
308266,War Dogs,2016,80,6.901,4498,86234523,114
7443,Chicken Run,2000,83,6.758,4494,224834564,84
343611,Jack Reacher: Never Go Back,2016,73,5.945,4489,162146076,118
508947,Turning Red,2022,75,7.442,4484,18879922,100
9377,Ferris Bueller's Day Off,1986,89,7.603,4479,70136369,103
479455,Men in Black: International,2019,71,5.937,4478,253890701,115
88751,Journey to the Center of the Earth,2008,82,6.062,4474,101702060,93
310307,The Founder,2016,85,7.112,4472,24121245,115
2118,L.A. Confidential,1997,86,7.785,4463,126216940,138
559969,El Camino: A Breaking Bad Movie,2019,84,6.948,4454,0,123
274855,Geostorm,2017,62,6.11,4441,221600160,109
693,Meet the Fockers,2004,78,6.233,4427,516642939,115
399174,Isle of Dogs,2018,84,7.857,4427,64337744,101
117251,White House Down,2013,76,6.446,4421,205366737,131
267860,London Has Fallen,2016,78,6.182,4408,205754447,99
