id,title,year,google_rating,vote_average,vote_count,revenue,runtime
401,Garden State,2004,82,7.088,1672,26781723,102
34813,The Losers,2010,59,6.284,1670,23580000,97
5689,The Blue Lagoon,1980,77,6.155,1670,58853106,104
5549,RoboCop 2,1990,87,6.0,1668,45681173,117
3683,Flags of Our Fathers,2006,78,6.837,1667,65900249,135
1092,The Third Man,1949,83,7.949,1666,1226098,104
839,Duel,1971,87,7.425,1666,0,89
629542,The Bad Guys,2022,72,7.629,1666,250162278,100
23202,Trick 'r Treat,2007,77,6.98,1666,0,82
699,For Your Eyes Only,1981,88,6.516,1665,187412802,128
145135,Dark Skies,2013,80,6.297,1665,25174316,97
3595,Ransom,1996,86,6.651,1664,309492681,121
402897,The Death of Stalin,2017,85,7.011,1664,24640027,107
775996,Outside the Wire,2021,59,6.388,1664,0,116
614911,The Midnight Sky,2020,44,5.766,1664,70018,118
15157,Another Cinderella Story,2008,83,6.829,1662,0,90
429415,Extinction,2018,59,6.01,1662,1451864,96
602734,Spiral: From the Book of Saw,2021,70,6.028,1659,40618920,93
1911,The 13th Warrior,1999,83,6.657,1657,61698899,102
203739,Vampire Academy,2014,69,6.344,1656,15391979,104
9678,Little Nicky,2000,71,5.863,1656,58292295,90
11072,Blazing Saddles,1974,83,7.262,1656,119500000,93
6279,Sister Act 2: Back in the Habit,1993,87,6.375,1655,57319029,107
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,85,5.783,1655,30000000,87
44363,Frozen,2010,81,5.974,1655,3065860,93
645886,The Unforgivable,2021,68,7.468,1655,0,112
529216,Mirage,2018,78,7.463,1655,17325485,129
109410,42,2013,68,7.162,1655,95020213,128
2655,What Lies Beneath,2000,83,6.411,1655,291420351,130
700391,65,2023,53,6.122,1653,55000000,92
38778,Dinner for Schmucks,2010,75,5.681,1651,86387857,114
882569,Guy Ritchie's The Covenant,2023,87,7.814,1651,20000000,123
318917,Look Who's Back,2015,92,6.803,1650,25513752,116
9620,Paycheck,2003,56,6.192,1650,95427515,119
519010,Pain and Glory,2019,79,7.423,1650,37359689,114
9268,Eraser,1996,79,6.039,1649,242295562,115
860,WarGames,1983,86,7.07,1647,124600000,114
482321,Ron's Gone Wrong,2021,69,7.968,1645,60692022,107
10663,The Waterboy,1998,83,6.05,1645,185991646,90
9326,Romancing the Stone,1984,88,6.8,1643,86572238,106
1648,Bill & Ted's Excellent Adventure,1989,90,6.858,1643,40485039,90
11918,Superhero Movie,2008,68,5.231,1643,25871834,85
585083,Hotel Transylvania: Transformania,2022,76,6.998,1642,0,92
11635,Old School,2003,73,6.583,1640,87135520,88
416234,Winchester,2018,74,5.901,1638,44019588,100
329440,The Forest,2016,68,5.223,1637,37608299,95
11690,Bloodsport,1988,76,7.017,1637,65000000,92
381719,Peter Rabbit,2018,65,6.697,1636,351266433,93
412105,You Get Me,2017,57,5.627,1636,0,89
10647,Pay It Forward,2000,81,7.313,1635,55707411,122
