id,title,year,google_rating,vote_average,vote_count,revenue,runtime
83389,From Up on Poppy Hill,2011,86,7.539,1541,61037844,91
325789,The Infiltrator,2016,71,6.657,1540,21011110,127
242095,The Signal,2014,63,5.977,1540,2665322,97
2604,Born on the Fourth of July,1989,82,6.997,1539,161001698,145
10761,Made of Honor,2008,85,6.446,1538,106407672,101
238215,The Cobbler,2014,68,5.845,1537,0,99
475430,Artemis Fowl,2020,49,5.61,1536,0,94
7278,Meet the Spartans,2008,60,4.031,1535,85897593,84
1852,World Trade Center,2006,76,6.1,1533,163247198,129
112198,What's in a Name,2012,81,7.316,1533,0,109
517814,Capernaum,2018,90,8.178,1530,64978931,126
590,The Hours,2002,81,7.285,1529,41597830,114
407448,Detroit,2017,77,7.306,1527,23355100,143
245168,Suffragette,2015,85,7.263,1527,16002420,106
2657,Pleasantville,1998,75,7.243,1526,49805462,124
11104,Chungking Express,1994,94,7.998,1524,0,103
4584,Sense and Sensibility,1995,79,7.443,1522,134582776,136
37786,Sex and the City 2,2010,61,6.1,1522,290745055,146
25793,Precious,2009,84,7.336,1520,47536959,110
491480,The Boy Who Harnessed the Wind,2019,92,7.93,1520,0,113
4379,Monster-in-Law,2005,78,6.178,1520,154749918,101
10774,Network,1976,81,7.826,1520,23689877,122
283378,Fallen,2016,73,6.111,1519,0,91
262543,Automata,2014,65,5.831,1519,6237990,110
285923,Grindhouse,2007,70,6.981,1519,25422088,191
15196,Clue,1985,84,7.217,1519,14643997,94
399106,Piper,2016,79,8.164,1518,0,6
338189,It's Only the End of the World,2016,73,7.231,1518,0,98
6877,Failure to Launch,2006,68,5.764,1518,128406887,97
290,Barton Fink,1991,82,7.453,1517,6153939,117
38317,Zookeeper,2011,76,5.421,1516,169852759,102
298382,The Dressmaker,2015,85,6.992,1516,25003426,118
258509,Alvin and the Chipmunks: The Road Chip,2015,77,6.0,1516,233755553,92
10588,The Cat in the Hat,2003,70,5.297,1516,133800000,81
4421,G.I. Jane,1997,76,6.435,1515,48169156,125
9372,Super Size Me,2004,85,6.741,1515,28575078,100
24253,The Girl Who Played with Fire,2009,85,6.995,1515,67126795,130
9718,Talladega Nights: The Ballad of Ricky Bobby,2006,81,6.346,1514,162966177,108
2640,Heathers,1989,79,7.303,1512,1108462,103
44603,Hereafter,2010,56,6.08,1512,106956330,129
8952,I Love You Phillip Morris,2009,77,6.416,1512,20768906,98
55846,Blitz,2011,77,6.168,1510,15800000,97
10735,What a Girl Wants,2003,74,6.235,1510,50732139,105
453201,The 15:17 to Paris,2018,61,5.423,1509,57076286,94
268920,Hot Pursuit,2015,69,5.689,1509,51680201,87
171372,Frank,2014,72,6.876,1509,1897363,95
417320,Descendants 2,2017,91,7.378,1507,0,111
9349,Universal Soldier,1992,91,6.265,1507,0,102
1825,Over the Top,1987,84,6.364,1507,16057580,93
592,The Conversation,1974,83,7.528,1505,4420000,113
