id,title,year,google_rating,vote_average,vote_count,revenue,runtime
11247,A Cinderella Story,2004,84,6.5,3004,70067909,95
6795,Zathura: A Space Adventure,2005,72,6.409,3002,65079104,101
2252,Eastern Promises,2007,84,7.362,2999,56106607,101
328425,The Gift,2015,68,6.697,2995,58978653,108
384521,The Cloverfield Paradox,2018,62,5.594,2993,0,102
40805,The Green Hornet,2011,62,5.566,2987,227817248,119
4257,Scary Movie 4,2006,87,5.475,2987,178262620,83
10312,Patch Adams,1998,78,7.293,2986,202292902,115
285783,The Walk,2015,73,6.975,2986,61181942,123
15121,The Sound of Music,1965,89,7.7,2986,286214286,174
3594,The Number 23,2007,73,6.402,2979,77566815,101
9489,You've Got Mail,1998,79,6.668,2976,250821495,119
49730,Red Riding Hood,2011,71,5.96,2975,89162162,100
46705,Blue Valentine,2010,68,6.9,2974,15440333,112
157433,Pet Sematary,2019,67,5.723,2966,113118226,101
752623,The Lost City,2022,54,6.6,2964,192907684,112
10948,The Fox and the Hound,1981,89,7.127,2964,29800000,82
796,Cruel Intentions,1999,88,6.787,2960,76347426,98
274167,Daddy's Home,2015,81,6.259,2960,242786137,96
19912,The Final Destination,2009,82,5.6,2960,186167139,82
298618,The Flash,2023,73,6.898,2959,268375616,144
9390,Jerry Maguire,1996,81,6.941,2957,273552592,139
793,Blue Velvet,1986,74,7.629,2957,8618766,120
617653,The Last Duel,2021,72,7.466,2953,30500000,153
27582,The Mechanic,2011,73,6.491,2952,51070807,93
8367,Robin Hood: Prince of Thieves,1991,85,6.842,2949,390493908,143
38408,Life As We Know It,2010,78,6.9,2949,105734416,114
77016,End of Watch,2012,84,7.323,2947,48126384,109
1669,The Hunt for Red October,1990,87,7.385,2945,200512643,135
50348,The Lincoln Lawyer,2011,79,7.192,2938,85412898,119
228205,The Longest Ride,2015,78,7.584,2937,63013281,128
9362,Tremors,1990,85,6.878,2935,48572000,96
393519,Raw,2016,75,7.061,2935,4100000,99
167073,Brooklyn,2015,85,7.31,2929,62076141,111
1621,Trading Places,1983,86,7.202,2929,90404800,116
2005,Sister Act,1992,85,6.823,2922,231605150,100
100042,Dumb and Dumber To,2014,71,5.545,2922,169837010,110
504949,The King,2019,80,7.16,2922,0,140
11621,Porco Rosso,1992,89,7.787,2922,0,94
19959,Surrogates,2009,62,6.097,2920,122444772,89
785084,The Whale,2022,83,7.949,2917,55101305,116
76025,Shame,2011,-1,6.953,2916,3909002,102
6557,27 Dresses,2008,80,6.401,2916,160259319,111
180863,T2 Trainspotting,2017,72,6.946,2916,42067430,117
664,Twister,1996,85,6.47,2914,494471524,113
146,"Crouching Tiger, Hidden Dragon",2000,87,7.409,2914,213525736,120
59,A History of Violence,2005,74,7.168,2906,60740827,96
238615,Self/less,2015,72,6.409,2904,31807156,117
263472,Knock Knock,2015,53,5.339,2904,6341684,99
1375,Rocky V,1990,82,5.767,2904,119946358,104
