id,title,year,google_rating,vote_average,vote_count,revenue,runtime
51540,Horrible Bosses,2011,82,6.565,5940,209838559,98
10555,Shark Tale,2004,69,6.023,5923,367275019,90
200727,"Love, Rosie",2014,82,7.837,5918,4439431,102
258489,The Legend of Tarzan,2016,65,5.9,5917,356743061,109
2454,The Chronicles of Narnia: Prince Caspian,2008,81,6.616,5916,419665568,150
1933,The Others,2001,91,7.612,5916,209947037,101
567,Rear Window,1954,90,8.359,5893,37034514,112
206487,Predestination,2014,75,7.442,5889,4942449,97
207932,Inferno,2016,71,6.1,5888,220021259,121
270303,It Follows,2014,75,6.56,5882,14674076,101
80278,The Impossible,2012,85,7.363,5880,198087212,113
22881,The Blind Side,2009,90,7.692,5868,309208309,129
57214,Project X,2012,82,6.844,5867,102731865,88
18823,Clash of the Titans,2010,69,5.882,5863,493214993,106
341013,Atomic Blonde,2017,66,6.4,5860,100014025,115
298,Ocean's Thirteen,2007,86,6.72,5859,311312624,122
203801,The Man from U.N.C.L.E.,2015,75,7.087,5852,108145109,116
2059,National Treasure,2004,82,6.605,5850,347512318,131
86834,Noah,2014,63,5.653,5846,362637473,138
184,Jackie Brown,1997,86,7.353,5824,39673162,154
766507,Prey,2022,86,7.762,5821,0,100
927,Gremlins,1984,82,7.09,5819,153083102,106
166428,How to Train Your Dragon: The Hidden World,2019,80,7.761,5817,524580592,104
380,Rain Man,1988,87,7.756,5814,354825435,134
12230,One Hundred and One Dalmatians,1961,89,7.162,5812,85000000,82
9325,The Jungle Book,1967,83,7.276,5809,205843612,78
1576,Resident Evil,2002,85,6.61,5803,102984862,100
59859,Kick-Ass 2,2013,67,6.396,5791,60700000,103
782,Gattaca,1997,84,7.548,5786,12532777,106
82654,Warm Bodies,2013,84,6.44,5761,116980662,97
9737,Bad Boys,1995,87,6.785,5758,141407024,119
449176,"Love, Simon",2018,88,8.041,5748,66316289,110
250546,Annabelle,2014,72,5.8,5742,257047661,99
390043,The Hitman's Bodyguard,2017,77,6.891,5732,176586701,118
335988,Transformers: The Last Knight,2017,72,6.059,5727,605425157,154
440021,Happy Death Day,2017,81,6.638,5721,125479266,97
644,A.I. Artificial Intelligence,2001,82,7.041,5719,235926552,146
565,The Ring,2002,73,6.651,5706,249348933,115
1995,Lara Croft: Tomb Raider,2001,73,5.879,5705,274703340,100
331482,Little Women,2019,81,7.895,5700,216601214,135
420809,Maleficent: Mistress of Evil,2019,86,7.323,5698,491730089,119
277,Underworld,2003,90,6.807,5696,95708457,122
520763,A Quiet Place Part II,2021,81,7.511,5691,297400000,97
406990,What Happened to Monday,2017,80,7.17,5687,27975429,123
508439,Onward,2020,76,7.726,5687,141940042,103
5255,The Polar Express,2004,85,6.707,5682,310634054,100
49017,Dracula Untold,2014,81,6.401,5680,217124280,92
88,Dirty Dancing,1987,86,7.345,5679,214577242,100
1368,First Blood,1982,88,7.5,5675,125212904,93
47933,Independence Day: Resurgence,2016,70,5.283,5674,389681935,120
