id,title,year,google_rating,vote_average,vote_count,revenue,runtime
500664,Upgrade,2018,69,7.494,3907,16706680,100
9659,Mad Max,1979,84,6.685,3903,100000000,91
425909,Ghostbusters: Afterlife,2021,76,7.451,3898,191000000,124
132232,Mama,2013,69,6.248,3896,146497771,100
321697,Steve Jobs,2015,77,6.769,3894,34441873,122
376659,Bad Moms,2016,80,6.496,3891,183936074,100
9533,Red Dragon,2002,81,7.015,3888,209196298,124
588,Silent Hill,2006,87,6.543,3887,100605135,125
164,Breakfast at Tiffany's,1961,85,7.676,3883,9500000,115
1562,28 Weeks Later,2007,72,6.583,3883,65048678,100
385687,Fast X,2023,70,7.265,3881,704709660,142
3580,Changeling,2008,74,7.599,3877,113398237,141
484247,A Simple Favor,2018,54,6.629,3876,97644617,117
227306,Unbroken,2014,85,7.44,3876,163442937,137
225886,Sex Tape,2014,64,5.405,3874,126069509,97
356305,Why Him?,2016,73,6.376,3874,118102725,111
1578,Raging Bull,1980,80,8.0,3872,23000000,129
227159,Horrible Bosses 2,2014,80,6.182,3872,107670357,108
63311,The Skin I Live In,2011,81,7.524,3869,33750478,120
7451,xXx,2002,66,5.917,3868,277448382,124
1585,It's a Wonderful Life,1946,88,8.26,3861,9644124,130
1452,Superman Returns,2006,60,5.738,3859,391081192,154
4327,Charlie's Angels,2000,82,5.819,3857,264105545,98
631843,Old,2021,55,6.387,3856,90146510,108
4347,Atonement,2007,80,7.652,3851,131016624,123
279,Amadeus,1984,88,8.036,3837,51973029,161
840,Close Encounters of the Third Kind,1977,88,7.358,3837,306889114,135
581,Dances with Wolves,1990,91,7.846,3835,424208848,181
376660,The Edge of Seventeen,2016,69,7.174,3833,18803648,105
27581,The Other Guys,2010,77,6.294,3831,170432927,107
205775,In the Heart of the Sea,2015,71,6.7,3828,93920758,122
274479,Joy,2015,60,6.51,3828,101134059,124
547016,The Old Guard,2020,71,7.168,3826,0,125
22954,Invictus,2009,69,7.188,3826,122426792,134
8699,Anchorman: The Legend of Ron Burgundy,2004,80,6.7,3825,90574188,95
184315,Hercules,2014,67,5.758,3824,244819862,99
136400,2 Guns,2013,78,6.532,3824,131940411,109
397243,The Autopsy of Jane Doe,2016,81,6.755,3820,6170043,86
270946,Penguins of Madagascar,2014,80,6.52,3818,373552094,92
205584,Gods of Egypt,2016,72,5.629,3817,150680864,127
5503,The Fugitive,1993,87,7.461,3817,368875760,131
338953,Fantastic Beasts: The Secrets of Dumbledore,2022,73,6.721,3816,406950844,142
525,The Blues Brothers,1980,88,7.737,3816,115229890,133
1903,Vanilla Sky,2001,72,6.808,3803,203388341,136
696806,The Adam Project,2022,67,7.052,3799,0,106
82682,Gangster Squad,2013,63,6.358,3798,105200903,113
1885,The Karate Kid,1984,89,7.181,3798,130442786,126
9016,Treasure Planet,2002,92,7.526,3798,109578115,95
72570,The Vow,2012,76,7.234,3794,196114570,104
134,"O Brother, Where Art Thou?",2000,88,7.321,3794,71870729,107
