id,title,year,google_rating,vote_average,vote_count,revenue,runtime
569547,Black Mirror: Bandersnatch,2018,81,6.768,3672,0,90
36955,True Lies,1994,92,7.057,3672,378882411,141
4964,Knocked Up,2007,77,6.266,3670,219922417,129
71679,Resident Evil: Retribution,2012,82,5.802,3669,240159255,95
9358,Final Destination 2,2003,89,6.2,3669,90941129,90
869,Planet of the Apes,2001,74,5.729,3667,362211740,120
639,When Harry Met Sally...,1989,82,7.405,3655,92823546,96
1587,What's Eating Gilbert Grape,1993,91,7.667,3639,10032765,118
590223,Love and Monsters,2020,69,7.335,3639,1122066,109
503736,Army of the Dead,2021,68,6.247,3638,190700000,148
9297,Monster House,2006,71,6.67,3637,140175006,91
90,Beverly Hills Cop,1984,86,7.185,3631,316360478,105
9837,The Prince of Egypt,1998,86,7.245,3630,218613188,99
8920,Garfield,2004,78,5.669,3628,200804534,80
10719,Elf,2003,84,6.647,3626,225097437,97
122081,Spring Breakers,2013,63,5.216,3625,31724284,94
515195,Yesterday,2019,75,6.706,3623,88092097,116
9982,Chicken Little,2005,76,5.88,3616,314432665,81
8835,Legally Blonde,2001,86,6.749,3615,141774679,96
3981,What Women Want,2000,86,6.434,3614,374111707,127
406,La Haine,1995,92,8.087,3612,15300000,98
345911,Lights Out,2016,72,6.332,3611,148868835,81
924,Dawn of the Dead,2004,84,7.042,3608,102278712,101
86838,Seven Psychopaths,2012,75,6.809,3602,33035736,110
277216,Straight Outta Compton,2015,88,7.785,3600,201634991,147
6145,Fracture,2007,71,7.277,3599,91354215,113
340837,A Cure for Wellness,2017,70,6.3,3589,26620002,146
639933,The Northman,2022,68,7.1,3589,69633110,137
48138,Unknown,2011,69,6.667,3585,130786397,113
417678,"Everything, Everything",2017,76,7.245,3583,61621140,96
7453,The Hitchhiker's Guide to the Galaxy,2005,86,6.669,3581,104478416,109
489999,Searching,2018,71,7.6,3581,75462037,102
1493,Miss Congeniality,2000,84,6.52,3580,212000000,111
36648,Blade: Trinity,2004,71,5.855,3573,128905366,123
764,The Evil Dead,1981,85,7.307,3570,29612367,85
270487,"Hail, Caesar!",2016,65,5.914,3567,63647656,106
378064,A Silent Voice: The Movie,2016,96,8.402,3566,30156463,130
198277,Begin Again,2013,82,7.245,3563,63464861,104
16859,Kiki's Delivery Service,1989,94,7.848,3562,4493017,103
71,Billy Elliot,2000,90,7.592,3561,109280263,110
75174,The Grey,2012,81,6.563,3559,77278331,117
321258,The Boy,2016,81,5.946,3558,73929392,97
417859,Puss in Boots,2011,79,6.538,3558,554987477,90
703,Annie Hall,1977,80,7.751,3556,38288028,93
7555,Rambo,2008,85,6.653,3556,113244290,92
938,For a Few Dollars More,1965,85,8.016,3555,15000000,132
9078,The Sword in the Stone,1963,76,7.248,3554,22182353,79
2024,The Patriot,2000,84,7.166,3554,215294342,165
9313,The Man in the Iron Mask,1998,86,6.621,3553,182968902,132
64686,47 Ronin,2013,75,6.154,3553,151783839,119
