id,title,year,google_rating,vote_average,vote_count,revenue,runtime
348,Alien,1979,88,8.147,13206,104931801,117
10528,Sherlock Holmes,2009,83,7.202,13170,524028679,129
12155,Alice in Wonderland,2010,85,6.627,13149,1025467110,108
1865,Pirates of the Caribbean: On Stranger Tides,2011,87,6.538,13126,1045713802,137
559,Spider-Man 3,2007,82,6.398,13098,894983373,139
447332,A Quiet Place,2018,80,7.396,13079,341000000,91
297802,Aquaman,2018,76,6.9,12965,1148528393,143
393,Kill Bill: Vol. 2,2004,92,7.876,12916,152159461,136
920,Cars,2006,87,6.936,12906,461983149,117
863,Toy Story 2,1999,92,7.589,12904,497366869,92
607,Men in Black,1997,86,7.184,12836,589390539,98
137113,Edge of Tomorrow,2014,78,7.606,12828,370541256,114
1271,300,2007,79,7.175,12812,456082343,117
353486,Jumanji: Welcome to the Jungle,2017,77,6.827,12796,995339117,119
78,Blade Runner,1982,87,7.931,12770,41722424,118
1895,Star Wars: Episode III - Revenge of the Sith,2005,92,7.411,12753,850000000,140
324786,Hacksaw Ridge,2016,93,8.195,12668,175302354,139
8966,Twilight,2008,84,6.286,12638,393616788,122
62177,Brave,2012,81,7.012,12591,538983207,93
363088,Ant-Man and the Wasp,2018,85,6.951,12512,622674139,119
102651,Maleficent,2014,86,7.09,12477,758539785,97
274870,Passengers,2016,80,6.934,12429,303144152,116
87827,Life of Pi,2012,88,7.398,12426,609016565,127
264660,Ex Machina,2015,86,7.572,12362,36869414,108
102382,The Amazing Spider-Man 2,2014,79,6.498,12349,708962323,141
335984,Blade Runner 2049,2017,79,7.544,12331,259239658,164
425,Ice Age,2002,85,7.348,12296,383257136,81
1894,Star Wars: Episode II - Attack of the Clones,2002,87,6.6,12288,649398328,142
141052,Justice League,2017,65,6.098,12263,657926987,120
57158,The Hobbit: The Desolation of Smaug,2013,76,7.57,12255,958400000,161
466272,Once Upon a Time… in Hollywood,2019,73,7.437,12237,374251247,162
637,Life Is Beautiful,1997,93,8.455,12218,230098753,116
246655,X-Men: Apocalypse,2016,76,6.513,12215,543934787,144
194662,Birdman or (The Unexpected Virtue of Ignorance),2014,76,7.471,12157,103215094,120
157350,Divergent,2014,72,6.92,12118,288885818,139
190859,American Sniper,2014,81,7.427,12107,542307423,133
10191,How to Train Your Dragon,2010,88,7.813,12089,494879471,98
260513,Incredibles 2,2018,87,7.481,12061,1242805359,118
162,Edward Scissorhands,1990,85,7.716,12049,53000000,105
324552,John Wick: Chapter 2,2017,90,7.323,12007,171539887,122
49538,X-Men: First Class,2011,84,7.296,11986,353624124,132
185,A Clockwork Orange,1971,87,8.2,11946,26589000,137
4922,The Curious Case of Benjamin Button,2008,86,7.579,11899,335802786,166
218,The Terminator,1984,92,7.646,11874,78371200,108
165,Back to the Future Part II,1989,91,7.752,11817,332000000,108
280,Terminator 2: Judgment Day,1991,95,8.104,11744,520000000,137
769,GoodFellas,1990,89,8.464,11726,46835000,145
64690,Drive,2011,89,7.572,11718,78054825,100
68726,Pacific Rim,2013,80,6.878,11567,411002906,131
131634,The Hunger Games: Mockingjay - Part 2,2015,71,6.9,11557,653428261,137
