id,title,year,google_rating,vote_average,vote_count,revenue,runtime
10634,Friday,1995,89,7.148,1594,28215918,91
13813,Defiance,2008,86,6.831,1594,51155219,137
966,The Magnificent Seven,1960,84,7.517,1594,4905000,127
425972,Cargo,2017,72,6.408,1593,56385,105
231176,Sun in Buckets,2013,89,6.758,1592,0,83
15789,A Goofy Movie,1995,90,6.981,1592,35348597,78
50839,Margin Call,2011,81,6.83,1591,19504039,107
199,Star Trek: First Contact,1996,92,7.3,1590,150000000,111
306,Beverly Hills Cop III,1994,73,5.9,1590,119208989,105
9576,Tootsie,1982,69,7.202,1590,177200000,116
10559,Frequency,2000,86,7.2,1588,68106245,118
441701,Veronica,2017,75,6.182,1587,0,105
395458,Suburbicon,2017,53,5.876,1586,12751667,105
7984,In the Name of the Father,1993,81,7.896,1585,65796862,133
2332,Taxi 2,2000,91,6.231,1583,64400000,82
9036,Eight Below,2006,82,6.989,1583,120455994,120
64720,Take Shelter,2011,76,7.036,1581,3099314,120
291270,Anomalisa,2015,50,7.128,1581,5659286,90
775,A Trip to the Moon,1902,89,7.9,1580,0,15
1647,The Recruit,2003,79,6.348,1580,101191884,115
708,The Living Daylights,1987,85,6.505,1580,191185897,130
13836,Race to Witch Mountain,2009,62,5.813,1580,106303988,98
15152,"OSS 117: Cairo, Nest of Spies",2006,88,7.253,1580,0,99
581032,News of the World,2020,80,6.99,1579,12668325,118
1498,Teenage Mutant Ninja Turtles,1990,81,6.618,1578,201965915,93
11003,The Wedding Singer,1998,89,6.769,1577,123306987,100
12783,The Duchess,2008,82,6.993,1577,43306325,110
50531,Ask Me If I Am Happy,2000,92,7.652,1576,0,100
385103,Scoob!,2020,75,7.112,1576,28588425,93
26505,Arthur and the Revenge of Maltazard,2009,86,5.729,1575,0,93
499701,Dora and the Lost City of Gold,2019,64,6.674,1574,120597108,102
271969,Ben-Hur,2016,74,5.719,1573,94061311,125
223,Rebecca,1940,87,7.914,1573,7592465,130
10431,War,2007,72,6.286,1573,40452643,103
8963,Crimson Tide,1995,79,7.164,1571,157387195,116
62206,30 Minutes or Less,2011,61,5.744,1571,40547440,83
22824,The Fourth Kind,2009,89,6.302,1571,47709193,98
614696,#Alive,2020,-1,7.283,1570,13416285,98
28211,Chloe,2010,-1,6.07,1570,13657649,96
486131,Shaft,2019,77,6.541,1570,21360215,111
2064,While You Were Sleeping,1995,83,6.963,1569,182057016,103
13510,Eden Lake,2008,77,6.795,1569,3984669,91
2196,Death at a Funeral,2007,85,6.877,1568,46789413,90
3432,Mr. Brooks,2007,82,6.904,1568,48443734,120
60243,A Separation,2011,89,7.899,1568,24426169,123
9874,Cobra,1986,86,6.049,1568,49042224,87
556678,Emma.,2020,75,7.041,1567,25155355,125
398929,Alibi.com,2017,81,6.484,1567,29370592,90
219,Volver,2006,84,7.47,1567,85582407,121
467938,Revenge,2017,73,6.425,1566,692079,109
