id,title,year,google_rating,vote_average,vote_count,revenue,runtime
26466,Triangle,2009,81,6.924,2301,1594955,99
25376,The Secret in Their Eyes,2009,91,7.987,2300,33965843,130
115782,Jobs,2013,78,6.13,2300,42100000,129
8584,Shanghai Noon,2000,89,6.407,2299,99274467,110
83899,You're Next,2013,80,6.593,2296,14347000,94
228970,Wild,2014,75,7.023,2295,52501541,115
11319,The Rescuers,1977,85,6.752,2295,71215869,78
928,Gremlins 2: The New Batch,1990,84,6.392,2293,41482207,106
10567,Dinosaur,2000,70,6.52,2293,354248063,82
713704,Evil Dead Rise,2023,61,7.006,2292,146733054,96
18533,Bronson,2008,78,6.994,2292,2260712,92
14560,Paul Blart: Mall Cop,2009,73,5.407,2292,183293131,91
9352,EuroTrip,2004,76,6.6,2292,20796847,93
1832,Dogma,1999,92,6.906,2289,31429330,130
587807,Tom & Jerry,2021,71,6.861,2289,136536687,101
339877,Loving Vincent,2017,89,8.026,2287,42187665,95
10204,Around the World in 80 Days,2004,79,5.906,2286,72178895,120
335796,Ouija: Origin of Evil,2016,73,6.123,2283,81705746,99
24420,The Time Traveler's Wife,2009,72,6.932,2281,101344412,108
361292,Suspiria,2018,75,6.936,2280,6348889,152
292011,Richard Jewell,2019,75,7.43,2278,33904605,131
5925,The Great Escape,1963,86,7.942,2276,11744471,173
740985,Borat Subsequent Moviefilm,2020,78,6.468,2275,0,96
8265,Welcome to the Sticks,2008,84,6.667,2275,245144417,106
459151,The Boss Baby: Family Business,2021,71,7.442,2274,146745280,107
4512,The Assassination of Jesse James by the Coward Robert Ford,2007,70,7.048,2273,14711793,160
38167,Eat Pray Love,2010,71,6.231,2272,204594016,133
11005,Awakenings,1990,82,7.753,2271,52096475,120
9360,Anaconda,1997,72,5.172,2271,136885767,89
463272,Johnny English Strikes Again,2018,81,6.257,2266,158972499,89
2292,Clerks,1994,90,7.418,2264,3151130,92
88794,J. Edgar,2011,54,6.21,2262,84606030,137
951,Kindergarten Cop,1990,84,6.1,2262,201957688,111
9408,Surf's Up,2007,78,6.386,2260,149044513,85
10316,The Ides of March,2011,68,6.671,2260,76338111,101
502033,Sound of Metal,2020,-1,7.74,2260,516520,121
77987,Only God Forgives,2013,48,5.9,2259,10337387,90
23048,Hot Tub Time Machine,2010,82,6.0,2259,64780213,101
41436,Paranormal Activity 2,2010,72,5.75,2259,177512032,91
304410,The Bélier Family,2014,90,6.926,2258,0,105
49797,I Saw the Devil,2010,91,7.802,2257,0,144
282984,Irrational Man,2015,66,6.538,2256,27391084,95
522162,Midway,2019,83,7.155,2254,127420861,138
23047,Season of the Witch,2011,86,5.428,2254,91627228,95
888,The Flintstones,1994,80,5.312,2253,341631208,91
11545,Rushmore,1998,88,7.418,2253,17096053,93
1645,A Time to Kill,1996,82,7.381,2252,152266007,149
9003,Hellraiser,1987,86,6.879,2247,14575193,93
9387,Conan the Barbarian,1982,90,6.79,2246,79114085,129
539537,Fantasy Island,2020,53,5.844,2245,49447308,109
