id,title,year,google_rating,vote_average,vote_count,revenue,runtime
300668,Annihilation,2018,72,6.398,8014,43070915,115
180,Minority Report,2002,82,7.3,8013,358372926,145
152532,Dallas Buyers Club,2013,89,7.932,8004,55736588,117
453395,Doctor Strange in the Multiverse of Madness,2022,77,7.355,7991,955775804,126
8373,Transformers: Revenge of the Fallen,2009,77,6.2,7939,836303693,149
512200,Jumanji: The Next Level,2019,85,6.931,7932,801693929,123
10625,Mean Girls,2004,87,7.186,7931,130126277,97
348350,Solo: A Star Wars Story,2018,81,6.563,7904,392952373,135
158015,The Purge,2013,75,6.25,7870,89328627,86
87101,Terminator Genisys,2015,73,5.924,7870,440603537,126
391713,Lady Bird,2017,78,7.271,7861,78966486,94
273481,Sicario,2015,85,7.39,7836,84872444,122
464052,Wonder Woman 1984,2020,65,6.478,7835,169601036,151
126889,Alien: Covenant,2017,76,6.1,7822,240891763,122
450465,Glass,2019,76,6.677,7793,246999039,129
670,Oldboy,2003,90,8.274,7790,15194593,120
537915,After,2019,83,7.137,7781,69497587,106
122906,About Time,2013,77,7.905,7781,87100449,123
402900,Ocean's Eight,2018,69,6.985,7780,297718711,111
50646,"Crazy, Stupid, Love.",2011,70,7.3,7773,145079584,118
259693,The Conjuring 2,2016,84,7.293,7769,321834351,134
314365,Spotlight,2015,84,7.814,7765,98690254,129
747,Shaun of the Dead,2004,92,7.54,7760,30097092,99
429,"The Good, the Bad and the Ugly",1966,91,8.473,7751,38900000,161
68734,Argo,2012,79,7.275,7750,232325503,120
330,The Lost World: Jurassic Park,1997,84,6.527,7740,618638999,129
38356,Transformers: Dark of the Moon,2011,79,6.183,7736,1123794079,154
74,War of the Worlds,2005,78,6.496,7728,603873119,117
744,Top Gun,1986,80,7.0,7710,356830601,110
45612,Source Code,2011,73,7.297,7694,147332697,94
436969,The Suicide Squad,2021,73,7.557,7692,168717425,132
8355,Ice Age: Dawn of the Dinosaurs,2009,87,6.737,7680,886686817,94
63,Twelve Monkeys,1995,85,7.6,7677,168841459,129
278927,The Jungle Book,2016,83,6.86,7668,966550600,106
328111,The Secret Life of Pets,2016,75,6.266,7664,875457937,86
550988,Free Guy,2021,78,7.55,7662,331526598,115
389,12 Angry Men,1957,91,8.54,7658,1000000,97
217,Indiana Jones and the Kingdom of the Crystal Skull,2008,75,5.998,7629,786636033,122
508943,Luca,2021,78,7.865,7625,49750471,95
315837,Ghost in the Shell,2017,69,6.066,7581,169801921,107
51497,Fast Five,2011,78,7.251,7581,626137675,130
91314,Transformers: Age of Extinction,2014,71,5.92,7581,1104054072,165
39254,Real Steel,2011,83,6.981,7571,299268508,127
38700,Bad Boys for Life,2020,81,7.139,7570,426505244,124
361743,Top Gun: Maverick,2022,81,8.26,7546,1488732821,131
339846,Baywatch,2017,76,6.092,7545,177856751,116
187,Sin City,2005,85,7.4,7541,158733820,124
50014,The Help,2011,89,8.202,7538,216639112,146
353081,Mission: Impossible - Fallout,2018,78,7.414,7537,791657398,147
337167,Fifty Shades Freed,2018,76,6.705,7511,368307760,105
