id,title,year,google_rating,vote_average,vote_count,revenue,runtime
58595,Snow White and the Huntsman,2012,73,5.982,7503,396600000,127
524434,Eternals,2021,67,6.927,7493,402064899,156
28,Apocalypse Now,1979,89,8.282,7485,150000000,147
2108,The Breakfast Club,1985,90,7.751,7478,51525171,98
187017,22 Jump Street,2014,80,6.842,7460,331333876,112
335797,Sing,2016,76,7.114,7458,634151679,108
198184,Chappie,2015,77,6.776,7438,104399548,120
435,The Day After Tomorrow,2004,82,6.509,7436,552639571,124
35,The Simpsons Movie,2007,84,6.999,7430,527068851,87
406997,Wonder,2017,91,8.155,7421,305937718,113
50544,Friends with Benefits,2011,73,6.648,7394,149542245,109
4348,Pride & Prejudice,2005,92,8.083,7394,121616555,127
4951,10 Things I Hate About You,1999,89,7.58,7386,53478166,97
1979,Fantastic Four: Rise of the Silver Surfer,2007,71,5.592,7381,301913131,92
333371,10 Cloverfield Lane,2016,76,6.981,7377,110216998,104
114,Pretty Woman,1990,90,7.5,7371,463406268,119
121856,Assassin's Creed,2016,64,5.419,7328,240697856,116
256591,Focus,2015,68,6.875,7321,153962963,105
95,Armageddon,1998,84,6.829,7320,553799566,151
10764,Quantum of Solace,2008,82,6.314,7317,589580482,106
338970,Tomb Raider,2018,72,6.353,7316,274650803,118
10144,The Little Mermaid,1989,81,7.355,7316,211343479,83
254,King Kong,2005,77,6.869,7297,562363449,187
22970,The Cabin in the Woods,2012,73,6.608,7288,71041255,95
275,Fargo,1996,89,7.867,7282,60611975,98
106,Predator,1987,90,7.506,7265,98267558,107
341174,Fifty Shades Darker,2017,74,6.492,7259,378827494,118
137,Groundhog Day,1993,83,7.606,7255,71074049,101
9552,The Exorcist,1973,79,7.72,7247,441405644,122
594,The Terminal,2004,82,7.33,7241,219417255,128
137106,The Lego Movie,2014,80,7.418,7233,469160692,100
290250,The Nice Guys,2016,74,7.108,7230,62788218,116
128,Princess Mononoke,1997,94,8.338,7228,169000000,134
646380,Don't Look Up,2021,80,7.135,7227,791863,138
27578,The Expendables,2010,85,6.227,7225,274470394,103
340666,Nocturnal Animals,2016,69,7.442,7196,29252978,117
22538,Scott Pilgrim vs. the World,2010,87,7.469,7155,48000000,113
268,Batman,1989,84,7.2,7152,411348924,126
336843,Maze Runner: The Death Cure,2018,76,7.1,7141,288175335,143
1366,Rocky,1976,90,7.8,7135,225250402,119
2503,The Bourne Ultimatum,2007,88,7.421,7127,442824138,115
2105,American Pie,1999,85,6.567,7125,235483004,95
8392,My Neighbor Totoro,1988,94,8.073,7124,41000000,86
49013,Cars 2,2011,84,6.08,7115,559852396,106
116745,The Secret Life of Walter Mitty,2013,86,7.172,7080,188133322,114
257344,Pixels,2015,70,5.716,7061,244874809,105
57800,Ice Age: Continental Drift,2012,84,6.36,7038,877244782,88
487558,BlacKkKlansman,2018,86,7.521,7037,93411426,136
345940,The Meg,2018,77,6.256,7018,530517320,113
44115,127 Hours,2010,82,7.068,7012,35692920,94
