id,title,year,google_rating,vote_average,vote_count,revenue,runtime
707,A View to a Kill,1985,85,6.214,1779,152427960,131
463684,Velvet Buzzsaw,2019,48,5.352,1779,0,113
535292,21 Bridges,2019,72,6.757,1778,49939757,99
11460,Red Eye,2005,60,6.382,1777,57891803,85
625450,Tall Girl,2019,75,6.352,1776,0,101
24238,Mary and Max,2009,92,7.872,1775,1740429,92
698,Moonraker,1979,87,6.153,1775,210308099,126
330483,The Choice,2016,78,7.172,1774,18730891,111
9276,The Faculty,1998,87,6.508,1774,40283321,104
440161,The Sisters Brothers,2018,76,6.828,1774,13143056,121
31867,Repo Men,2010,65,6.312,1772,18409891,111
390062,Jungle,2017,74,6.592,1772,1906640,115
10474,The Basketball Diaries,1995,96,7.378,1770,2381087,102
650,Boyz n the Hood,1991,87,7.611,1769,57504069,112
16995,State of Play,2009,72,6.786,1769,87812371,127
614409,To All the Boys: Always and Forever,2021,83,7.593,1766,0,115
449924,Ip Man 4: The Finale,2019,88,7.257,1766,176345966,107
520663,The Woman in the Window,2021,54,6.029,1766,0,102
691,The Spy Who Loved Me,1977,88,6.8,1764,185438673,125
2011,Persepolis,2007,87,7.9,1763,0,95
38142,5 Centimeters Per Second,2007,87,7.319,1763,0,63
9285,Road Trip,2000,65,6.169,1762,119754278,93
10771,The Tuxedo,2002,67,5.696,1762,104391623,98
245703,Midnight Special,2016,52,6.222,1761,6740647,112
700,Octopussy,1983,83,6.325,1761,187500000,131
10025,Just My Luck,2006,74,6.114,1761,38159905,103
106747,Machete Kills,2013,75,5.591,1760,15008161,107
653,Nosferatu,1922,85,7.7,1759,19054,94
13971,Wild Child,2008,82,6.721,1759,21972336,98
100241,"I, Frankenstein",2014,70,5.306,1759,76801179,92
8769,Christine,1983,83,6.854,1757,21200000,110
241848,The Guest,2014,74,6.634,1757,2700051,100
629176,Samaritan,2022,62,6.8,1756,0,102
796499,Army of Thieves,2021,74,6.867,1756,46900000,127
7303,Maid in Manhattan,2002,81,6.098,1755,154906693,105
804095,The Fabelmans,2022,78,7.723,1755,45598614,151
11687,The Visitors,1993,86,7.119,1755,0,107
847,Willow,1988,81,7.024,1755,57269863,126
433498,Papillon,2017,84,7.337,1754,10060903,134
646389,Plane,2023,86,6.997,1753,51000000,107
455,Bend It Like Beckham,2002,85,6.298,1753,76578641,112
342473,Ballerina,2016,79,7.182,1752,2351359,89
533642,Child's Play,2019,64,5.983,1751,44902237,90
9421,The Dinner Game,1998,88,7.788,1748,78599508,80
335977,Indiana Jones and the Dial of Destiny,2023,78,6.679,1748,382891104,155
9322,La Femme Nikita,1990,79,7.093,1747,5000000,117
41283,Faster,2010,65,6.316,1746,23081726,98
585216,Escape Room: Tournament of Champions,2021,69,6.58,1746,65774490,88
8277,American Pie Presents: Beta House,2007,71,5.633,1743,18610260,89
9759,Cellular,2004,72,6.362,1742,57678321,94
